Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Homoptera			NA	NA	No	109166	Verified	NA	NA	NA	0	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Braconidae	NA	NA	Yes	152867	Verified	NA	NA	NA	0.03	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera			NA	NA	No	152741	Verified	NA	NA	NA	0	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Lepidoptera	Glossata	Geometridae	NA	NA	Yes	117556	Verified	NA	NA	NA	0.0261	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Lepidoptera	Glossata	Tortricidae	NA	NA	Yes	117856	Verified	NA	NA	NA	0.2639	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda	Insecta	Lepidoptera			NA	NA	No	117232	Verified	NA	NA	NA	0	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Hammond's Flycatcher	Empidonax hammondii		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia			Araneida			NA	NA	No	82737	Verified	NA	NA	NA	0.05	Wt_or_Vol	35	14	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Euarthropoda	Insecta	Coleoptera	Polyphaga	Cleridae	NA	NA	Yes	113852	Verified	NA	NA	NA	0.01	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Euarthropoda	Insecta	Coleoptera	Polyphaga	Curculionidae	NA	NA	Yes	114666	Verified	NA	NA	NA	0.02	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Euarthropoda	Insecta	Coleoptera	Polyphaga	Scarabeidae	NA	NA	Yes			NA	NA	NA	0.01	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Euarthropoda	Insecta	Coleoptera			NA	NA	No	109216	Verified	NA	NA	NA	0.21	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Empididae	NA	NA	Yes	135830	Verified	NA	NA	NA	0.0093	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Rhagionidae	NA	NA	Yes	130742	Verified	NA	NA	NA	0.0403	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Syrphidae	NA	NA	Yes	139621	Unverified	NA	NA	NA	0.0093	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Tabanidae	NA	NA	Yes	130934	Unverified	NA	NA	NA	0.031	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera			NA	NA	No	118831	Verified	NA	NA	NA	0.2201	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hymenoptera	Apocrita	Braconidae	NA	NA	Yes	152867	Verified	NA	NA	NA	0.0102	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hymenoptera	Apocrita	Formicidae	NA	NA	Yes	709299	Verified	NA	NA	NA	0.0629	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hymenoptera	Apocrita	Ichneumonidae	NA	NA	Yes	153360	Verified	NA	NA	NA	0.0136	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hymenoptera			NA	NA	No	152741	Verified	NA	NA	NA	0.0833	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Lepidoptera	Glossata	Tortricidae	NA	NA	Yes	117856	Verified	NA	NA	NA	0.1364	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Lepidoptera			NA	NA	No	117232	Verified	NA	NA	NA	0.0836	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Cordilleran Flycatcher	Empidonax occidentalis		Tyrannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia			Araneida			NA	NA	No	82737	Verified	NA	NA	NA	0.02	Wt_or_Vol	96	23	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Buprestidae	NA	NA	Yes	114968	Verified	NA	NA	NA	0.0128	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Cerambycidae	NA	NA	Yes	114497	Verified	NA	NA	NA	0.0064	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Chrysomelidae	NA	NA	Yes	114509	Verified	NA	NA	NA	0.0064	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Curculionidae	NA	NA	Yes	114666	Verified	NA	NA	NA	0.0128	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Scarabeidae	NA	NA	Yes			NA	NA	NA	0.04	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera	Polyphaga	Scolytidae	NA	NA	Yes	114895	Verified	NA	NA	NA	0.016	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Coleoptera			NA	NA	No	109216	Verified	NA	NA	NA	0.0656	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Calliphoridae	NA	NA	Yes	151495	Unverified	NA	NA	NA	0.0096	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Empididae	NA	NA	Yes	135830	Verified	NA	NA	NA	0.0032	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Muscidae	NA	NA	Yes	150025	Unverified	NA	NA	NA	0.0128	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Rhagionidae	NA	NA	Yes	130742	Verified	NA	NA	NA	0.0192	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Saracophagidae	NA	NA	Yes			NA	NA	NA	0.0032	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Syrphidae	NA	NA	Yes	139621	Unverified	NA	NA	NA	0.0096	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Tabanidae	NA	NA	Yes	130934	Unverified	NA	NA	NA	0.0192	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera	Brachycera	Therevidae	NA	NA	Yes	131751	Unverified	NA	NA	NA	0.0032	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Diptera			NA	NA	No	118831	Verified	NA	NA	NA	0.24	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hemiptera	Auchenorrhyncha	Corizidae	NA	NA	Yes	108478	Verified	NA	NA	NA	0.0032	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
Western Wood Pewee	Contopus sordidulus		Tryannidae	eBird Clements Checklist v2018	-102.0631147	38.042657	NA	2900	NA	Colorado	San Isabel National Forest	forest	NA	1965	NA	1966	Summer	1	Animalia	Arthropoda 	Insecta	Hemiptera	Auchenorrhyncha	Nabidae	NA	NA	Yes	107084	Verified	NA	NA	NA	0.0064	Wt_or_Vol	334	69	1	Stomach Contents		RLC	"Beaver, D.L. and P.H. Baldwin. 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13."
