Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Source
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Animalia	Arthropoda	Insecta	Homoptera									NA	0.004145228	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Animalia	Arthropoda	Insecta	Diptera									NA	0.004145228	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Animalia	Arthropoda	Arachnoides						y				NA	0.004145228	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.53445614	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.026947368	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.042306338	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.637415493	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.105295775	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Triodia sp.						NA	0.038545775	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Compositae/Asteraceae	Iva sp.						NA	0.003760563	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.042306338	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Euphorbiaceae			y				NA	0.070510563	NA	NA	NA	11	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.007900415	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.920995851	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.004116183	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Triodia sp.						NA	0.025726141	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Chloris sp.						NA	0.064829876	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Leguminosae	Galactia sp.						NA	0.004116183	NA	NA	NA	44	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Coleoptera									NA	0.039473684	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Orthoptera									NA	0.065789474	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Isoptera									NA	0.008450704	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Lepidoptera									NA	0.012676056	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.693421053	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.079631579	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Gramineae/Poaceae	Triodia sp.						NA	0.047421053	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Compositae/Asteraceae	Iva sp.						NA	0.058157895	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	8	1972	Summer	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.016105263	NA	NA	NA	5	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.41993662	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.080267606	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.090056338	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Gramineae/Poaceae	Gramineae sp. 2						NA	0.13606338	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Compositae/Asteraceae	Iva sp.						NA	0.028387324	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.195774648	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	9	1971	11	1972	Fall	Plantae					Euphorbiaceae			y				NA	0.028387324	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.352	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.017	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Setaria sp.						NA	0.065	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Chloris sp.						NA	0.052	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Gramineae sp. 1						NA	0.112	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Gramineae/Poaceae	Gramineae sp. 2						NA	0.369	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.015	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Chipping Sparrow	Spizella passerina	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	12	1971	2	1972	Winter	Plantae					Euphorbiaceae			y				NA	0.018	NA	NA	NA	9	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Insecta	Coleoptera									NA	0.017224138	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Insecta	Orthoptera									NA	0.008637931	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Insecta	Lepidoptera									NA	0.012931034	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Insecta	Homoptera									NA	0.004293103	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Insecta	Hymenoptera									NA	0.004293103	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Animalia	Arthropoda	Arachnoides	Aranaea									NA	0.004293103	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Animalia	Arthropoda	Insecta	Isoptera									NA	0.002139186	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Animalia	Arthropoda	Insecta	Lepidoptera									NA	0.017132762	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.874310345	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.004741379	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Plantae					Euphorbiaceae	Acalypha sp.						NA	0.004741379	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Summer	Plantae					Euphorbiaceae			y				NA	0.064482759	NA	NA	NA	4	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Gramineae/Poaceae	Digitaria sp.						NA	0.41779015	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Emberizidae		NA	NA	NA	NA	NA	Texas	"Angelina, Jasper, and Nacogdoches Counties"	NA	7	1971	2	1972	Fall	Plantae					Gramineae/Poaceae	Panicum sp.						NA	0.104937901	NA	NA	NA	15	2	stomach contents		"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
