Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	1	Study_Type	Notes	Entered_By	Source
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	2	Animalia	Chordata	Teleostei			Myctophinae			yes				NA	Lanternfish	0.08	Occurrence	12	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	2	Animalia			Scorpaeniformes					no				NA		0.08	Occurrence	12	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	2	Animalia	Chordata							no				NA		1	Occurrence	12	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1976	NA	1976	NA	3	Animalia	Arthropoda						Neoclanaus cristatus	yes				NA		0.575757576	Wt_or_Vol	83	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1976	NA	1976	NA	3	Animalia	Arthropoda						Thysanoessa spinifera	yes				NA		0.424242424	Wt_or_Vol	83	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Arthropoda						Neoclanaus cristatus	yes				NA		0.045977011	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Arthropoda						Paracallisoma alberti	yes				NA		0.448275862	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Arthropoda						Thysanoessa spinifera	yes				NA		0.344827586	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Arthropoda						Hymenodora frontalis	yes				NA		0.045977011	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Mollusca	Cephalopoda						yes				NA		0.045977011	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Chordata	Teleostei	Scorpaeniformes	Cottoidei	Cottidae			yes				NA		0.011494253	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Chordata	Teleostei			Gadidae			yes				NA	Cod	0.034482759	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia	Chordata	Teleostei			Myctophinae			yes				NA	Lanternfish	0.011494253	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Fork-tailed Storm-Petrel	Oceanodroma furcata		Hydrobatidae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Wooded Islands		NA	1977	NA	1977	NA	4	Animalia			Scorpaeniformes					no				NA		0.011494253	Wt_or_Vol	70	17	1	emetic	collected at night; Table III-8; bird sample size was 15-20; removed Fat and Plastic Particles and recalculated the %s	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 192-195"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.37	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Pacific sand lance	129	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Clupeiformes	Clupeomorpha	Clupeidae		Clupea pallasii	yes				NA	Pacific Herring	0.699	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei			Salmonidae			yes			adult	NA		0.111	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Perciformes	Zoarcoidei	Stichaeidae			yes				NA	Prickleback	0.037	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Scorpaeniformes	Scorpaenoidei	Scorpaenidae			yes				NA	Rockfish	0.037	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia	Chordata							no				NA	Other fish	0.148	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Hinchinbrook Island		NA	1977	NA	1977	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.037	Occurrence	27		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.43	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Pacific sand lance	0.202	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.013	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.013	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata							no				NA	Other fish	0.051	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata							no			egg	NA	Fish Eggs	0.063	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.265	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Plantae								yes				NA	Plants	0.025	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.222	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Pacific sand lance	0.333	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
