"Common_Name"	"Scientific_Name"	"Subspecies"	"Family"	"Taxonomy"	"Longitude_dd"	"Latitude_dd"	"Altitude_min_m"	"Altitude_mean_m"	"Altitude_max_m"	"Location_Region"	"Location_Specific"	"Habitat_type"	"Observation_Month_Begin"	"Observation_Year_Begin"	"Observation_Month_End"	"Observation_Year_End"	"Observation_Season"	"Analysis_Number"	"Prey_Kingdom"	"Prey_Phylum"	"Prey_Class"	"Prey_Order"	"Prey_Suborder"	"Prey_Family"	"Prey_Genus"	"Prey_Scientific_Name"	"Inclusive_Prey_Taxon"	"Prey_Name_ITIS_ID"	"Prey_Name_Status"	"Prey_Stage"	"Prey_Part"	"Prey_Common_Name"	"Fraction_Diet"	"Diet_Type"	"Item_Sample_Size"	"Bird_Sample_Size"	"Sites"	"Study_Type"	"Notes"	"Entered_By"	"Source"	"Doi"	"Sex"	"Age_Class"	"Within_Study_Data_Source"	"Table_Fig_Number"	"Title"	"Lastname_author"	"Source_year"	"Journal"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	NA	NA	"Yes"	"998435"	"verified"	""	NA	""	0.081	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	NA	NA	"Yes"	"109167"	"verified"	""	NA	""	0.081	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	NA	NA	"Yes"	"109216"	"verified"	""	NA	""	0.189	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	NA	NA	"Yes"	"118831"	"verified"	""	NA	""	0.081	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	NA	NA	"Yes"	"117232"	"verified"	"Larva"	NA	""	0.081	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	NA	NA	"No"	"152741"	"verified"	""	NA	""	0.108	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	83	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Apocrita"	"Formicidae"	NA	NA	"Yes"	"154193"	"verified"	""	NA	""	0.297	"Items"	37	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	""	""	NA	NA	"Yes"	"82732"	"verified"	""	NA	""	0.1	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Insecta"	"Blattodea"	""	""	NA	NA	"Yes"	"914219"	"verified"	""	NA	""	0.1	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	NA	NA	"Yes"	"998435"	"verified"	""	NA	""	0.1	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	NA	NA	"Yes"	"109216"	"verified"	""	NA	""	0.2	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	NA	NA	"No"	"152741"	"verified"	""	NA	""	0.3	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Black-throated Blue Warbler"	"Setophaga caerulescens"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	84	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Apocrita"	"Formicidae"	NA	NA	"Yes"	"154193"	"verified"	""	NA	""	0.2	"Items"	10	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	85	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	""	""	NA	NA	"Yes"	"82732"	"verified"	""	NA	""	0.091	"Items"	11	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	85	"Animalia"	"Arthropoda"	"Insecta"	"Orthoptera"	""	""	NA	NA	"Yes"	"102160"	"verified"	""	NA	""	0.455	"Items"	11	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	85	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	NA	NA	"Yes"	"109216"	"verified"	""	NA	""	0.273	"Items"	11	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	85	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Apocrita"	"Formicidae"	NA	NA	"Yes"	"154193"	"verified"	""	NA	""	0.091	"Items"	11	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	85	"Animalia"	"Mollusca"	"Gastropoda"	""	""	""	NA	NA	"Yes"	"69459"	"verified"	""	NA	""	0.091	"Items"	11	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	""	""	NA	NA	"Yes"	"82732"	"verified"	""	NA	""	0.02	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Euchelicerata"	"Pseudoscorpiones"	""	""	NA	NA	"Yes"	"690741"	"verified"	""	NA	""	0.04	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	"Orthoptera"	""	""	NA	NA	"Yes"	"102160"	"verified"	""	NA	""	0.275	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	NA	NA	"Yes"	"109167"	"verified"	""	NA	""	0.196	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	NA	NA	"Yes"	"109216"	"verified"	""	NA	""	0.137	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	NA	NA	"Yes"	"117232"	"verified"	"Larva"	NA	""	0.02	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Apocrita"	"Formicidae"	NA	NA	"Yes"	"154193"	"verified"	""	NA	""	0.255	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	NA	NA	"No"	"99208"	"verified"	"Larva"	NA	""	0.02	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"Worm-eating Warbler"	"Helmitheros vermivorum"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	86	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	NA	NA	"No"	"99208"	"verified"	"Egg"	NA	""	0.04	"Items"	51	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	""	""	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Euchelicerata"	"Araneae"	""	""	NA	NA	"Yes"	"82732"	"verified"	""	NA	""	0.1	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Insecta"	"Orthoptera"	""	""	NA	NA	"Yes"	"102160"	"verified"	""	NA	""	0.067	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	NA	NA	"Yes"	"998435"	"verified"	""	NA	""	0.033	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	NA	NA	"Yes"	"109167"	"verified"	""	NA	""	0.133	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	NA	NA	"Yes"	"109216"	"verified"	""	NA	""	0.2	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.36	-77.65	NA	NA	NA	"Jamaica"	"Windsor Research Station in Trelawney Parish"	"Deciduous forest"	3	2017	3	2017	"Winter"	87	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	NA	NA	"Yes"	"117232"	"verified"	"Larva"	NA	""	0.033	"Items"	30	1	1	"Stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
