Order,CommonName,SciName,Status
1063,Olive Sparrow,Arremonops rufivirgatus,
1064,Chipping Sparrow,Spizella passerina,
1065,Clay-colored Sparrow,Spizella pallida,
1066,Black-chinned Sparrow,Spizella atrogularis,
1067,Field Sparrow,Spizella pusilla,
1068,Brewer's Sparrow,Spizella breweri,
1069,Worthen's Sparrow,Spizella wortheni,Rare/Accidental Endangered
1070,Black-throated Sparrow,Amphispiza bilineata,
1071,Five-striped Sparrow,Amphispiza quinquestriata,
1072,Lark Sparrow,Chondestes grammacus,
1073,Lark Bunting,Calamospiza melanocorys,
1074,American Tree Sparrow,Spizelloides arborea,
1075,Fox Sparrow,Passerella iliaca,
1076,Dark-eyed Junco,Junco hyemalis,
1077,Yellow-eyed Junco,Junco phaeonotus,
1078,Baird's Junco,Junco bairdi,Near-threatened
1079,White-crowned Sparrow,Zonotrichia leucophrys,
1080,Golden-crowned Sparrow,Zonotrichia atricapilla,
1081,Harris's Sparrow,Zonotrichia querula,
1082,White-throated Sparrow,Zonotrichia albicollis,
1083,Sagebrush Sparrow,Artemisiospiza nevadensis,Endemic
1084,Bell's Sparrow,Artemisiospiza belli,
1085,Striped Sparrow,Oriturus superciliosus,Rare/Accidental
1086,Vesper Sparrow,Pooecetes gramineus,
1087,LeConte's Sparrow,Ammospiza leconteii,
1088,Seaside Sparrow,Ammospiza maritima,
1089,Nelson's Sparrow,Ammospiza nelsoni,
1090,Saltmarsh Sparrow,Ammospiza caudacuta,Endangered
1091,Savannah Sparrow,Passerculus sandwichensis,
1092,Baird's Sparrow,Centronyx bairdii,
1093,Henslow's Sparrow,Centronyx henslowii,Near-threatened
1094,Song Sparrow,Melospiza melodia,
1095,Lincoln's Sparrow,Melospiza lincolnii,
1096,Swamp Sparrow,Melospiza georgiana,
1097,Canyon Towhee,Melozone fusca,
1098,Abert's Towhee,Melozone aberti,
1099,California Towhee,Melozone crissalis,
1100,Rufous-crowned Sparrow,Aimophila ruficeps,
1101,Green-tailed Towhee,Pipilo chlorurus,
1102,Spotted Towhee,Pipilo maculatus,
1103,Eastern Towhee,Pipilo erythrophthalmus,
1104,Western Spindalis,Spindalis zena,
1105,Yellow-breasted Chat,Icteria virens,
1106,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,
1107,Bobolink,Dolichonyx oryzivorus,
1108,Western Meadowlark,Sturnella neglecta,
1109,Eastern Meadowlark,Sturnella magna,
1110,Montezuma Oropendola,Psarocolius montezuma,Introduced species
1111,Black-vented Oriole,Icterus wagleri,
1112,Orchard Oriole,Icterus spurius,
1113,Hooded Oriole,Icterus cucullatus,
1114,Venezuelan Troupial,Icterus icterus,Introduced species
1115,Streak-backed Oriole,Icterus pustulatus,
1116,Bullock's Oriole,Icterus bullockii,
1117,Spot-breasted Oriole,Icterus pectoralis,
1118,Altamira Oriole,Icterus gularis,
1119,Audubon's Oriole,Icterus graduacauda,
1120,Baltimore Oriole,Icterus galbula,
1121,Black-backed Oriole,Icterus abeillei,Rare/Accidental
1122,Scott's Oriole,Icterus parisorum,
1123,Red-winged Blackbird,Agelaius phoeniceus,
1124,Tricolored Blackbird,Agelaius tricolor,Endangered
1125,Tawny-shouldered Blackbird,Agelaius humeralis,Rare/Accidental
1126,Shiny Cowbird,Molothrus bonariensis,
1127,Bronzed Cowbird,Molothrus aeneus,
1128,Brown-headed Cowbird,Molothrus ater,
1129,Rusty Blackbird,Euphagus carolinus,Vulnerable
1130,Brewer's Blackbird,Euphagus cyanocephalus,
1131,Common Grackle,Quiscalus quiscula,
1132,Boat-tailed Grackle,Quiscalus major,
1133,Great-tailed Grackle,Quiscalus mexicanus,
1134,Ovenbird,Seiurus aurocapilla,
1135,Worm-eating Warbler,Helmitheros vermivorum,
1136,Louisiana Waterthrush,Parkesia motacilla,
1137,Northern Waterthrush,Parkesia noveboracensis,
1138,Bachman's Warbler,Vermivora bachmanii,Critically endangered (possibly extinct)
1139,Golden-winged Warbler,Vermivora chrysoptera,Near-threatened
1140,Blue-winged Warbler,Vermivora cyanoptera,
1141,Black-and-white Warbler,Mniotilta varia,
1142,Prothonotary Warbler,Protonotaria citrea,
1143,Swainson's Warbler,Limnothlypis swainsonii,
1144,Crescent-chested Warbler,Oreothlypis superciliosa,Rare/Accidental
1145,Tennessee Warbler,Oreothlypis peregrina,
1146,Orange-crowned Warbler,Oreothlypis celata,
1147,Colima Warbler,Oreothlypis crissalis,
1148,Lucy's Warbler,Oreothlypis luciae,
1149,Nashville Warbler,Oreothlypis ruficapilla,
1150,Virginia's Warbler,Oreothlypis virginiae,
1151,Connecticut Warbler,Oporornis agilis,
1152,Gray-crowned Yellowthroat,Geothlypis poliocephala,Rare/Accidental
1153,MacGillivray's Warbler,Geothlypis tolmiei,
1154,Mourning Warbler,Geothlypis philadelphia,
1155,Kentucky Warbler,Geothlypis formosa,
1156,Common Yellowthroat,Geothlypis trichas,
1157,Hooded Warbler,Setophaga citrina,
1158,American Redstart,Setophaga ruticilla,
1159,Kirtland's Warbler,Setophaga kirtlandii,Near-threatened
1160,Cape May Warbler,Setophaga tigrina,
1161,Cerulean Warbler,Setophaga cerulea,Vulnerable
1162,Northern Parula,Setophaga americana,
1163,Tropical Parula,Setophaga pitiayumi,
1164,Magnolia Warbler,Setophaga magnolia,
1165,Bay-breasted Warbler,Setophaga castanea,
1166,Blackburnian Warbler,Setophaga fusca,
1167,Yellow Warbler,Setophaga petechia,
1168,Chestnut-sided Warbler,Setophaga pensylvanica,
1169,Blackpoll Warbler,Setophaga striata,
1170,Black-throated Blue Warbler,Setophaga caerulescens,
1171,Palm Warbler,Setophaga palmarum,
1172,Pine Warbler,Setophaga pinus,
1173,Yellow-rumped Warbler,Setophaga coronata,
1174,Yellow-throated Warbler,Setophaga dominica,
1175,Prairie Warbler,Setophaga discolor,
1176,Grace's Warbler,Setophaga graciae,
1177,Black-throated Gray Warbler,Setophaga nigrescens,
1178,Townsend's Warbler,Setophaga townsendi,
1179,Hermit Warbler,Setophaga occidentalis,
1180,Golden-cheeked Warbler,Setophaga chrysoparia,Endangered
1181,Black-throated Green Warbler,Setophaga virens,
1182,Fan-tailed Warbler,Basileuterus lachrymosus,Rare/Accidental
1183,Rufous-capped Warbler,Basileuterus rufifrons,Rare/Accidental
1184,Golden-crowned Warbler,Basileuterus culicivorus,Rare/Accidental
1185,Canada Warbler,Cardellina canadensis,
1186,Wilson's Warbler,Cardellina pusilla,
1187,Red-faced Warbler,Cardellina rubrifrons,
1188,Painted Redstart,Myioborus pictus,
1189,Slate-throated Redstart,Myioborus miniatus,Rare/Accidental
1190,Hepatic Tanager,Piranga flava,
1191,Summer Tanager,Piranga rubra,
1192,Scarlet Tanager,Piranga olivacea,
1193,Western Tanager,Piranga ludoviciana,
1194,Flame-colored Tanager,Piranga bidentata,Rare/Accidental
1195,Crimson-collared Grosbeak,Rhodothraupis celaeno,Rare/Accidental
1196,Northern Cardinal,Cardinalis cardinalis,
1197,Pyrrhuloxia,Cardinalis sinuatus,
1198,Yellow Grosbeak,Pheucticus chrysopeplus,Rare/Accidental
1199,Rose-breasted Grosbeak,Pheucticus ludovicianus,
1200,Black-headed Grosbeak,Pheucticus melanocephalus,
1201,Blue Bunting,Cyanocompsa parellina,
1202,Blue Grosbeak,Passerina caerulea,
1203,Lazuli Bunting,Passerina amoena,
1204,Indigo Bunting,Passerina cyanea,
1205,Varied Bunting,Passerina versicolor,
1206,Painted Bunting,Passerina ciris,Near-threatened
1207,Dickcissel,Spiza americana,
1208,Red-crested Cardinal,Paroaria coronata,Introduced species
1209,Yellow-billed Cardinal,Paroaria capitata,Introduced species
1210,Crimson-collared Tanager,Ramphocelus sanguinolentus,Rare/Accidental
1211,Saffron Finch,Sicalis flaveola,Introduced species
1212,Morelet's Seedeater,Sporophila morelleti,
1213,Cinnamon-rumped Seedeater,Sporophila torqueola,
1214,Bananaquit,Coereba flaveola,Rare/Accidental
1215,Yellow-faced Grassquit,Tiaris olivaceus,
1216,Black-faced Grassquit,Tiaris bicolor,
1217,Greater Antillean Bullfinch,Melopyrrha violacea,Extirpated
1218,House Sparrow,Passer domesticus,Introduced species
1219,Eurasian Tree Sparrow,Passer montanus,Introduced species
1220,Northern Red Bishop,Euplectes franciscanus,Introduced species (non established)
1221,Yellow-crowned Bishop,Euplectes afer,Introduced species
1222,Lavender Waxbill,Estrilda caerulescens,Introduced species
1223,Orange-cheeked Waxbill,Estrilda melpoda,Introduced species
1224,Black-rumped Waxbill,Estrilda troglodytes,Introduced species
1225,Common Waxbill,Estrilda astrild,Introduced species
1226,Red-cheeked Cordonbleu,Uraeginthus bengalus,Introduced species
1227,Red Avadavat,Amandava amandava,Introduced species
1228,Zebra Finch,Taeniopygia guttata,Introduced species
1229,Indian Silverbill,Euodice malabarica,Introduced species
1230,African Silverbill,Euodice cantans,Introduced species
1231,Madagascar Munia,Lonchura nana,Introduced species
1232,Scaly-breasted Munia,Lonchura punctulata,Introduced species (non established)
1233,Tricolored Munia,Lonchura malacca,Rare/Accidental
1234,Chestnut Munia,Lonchura atricapilla,Introduced species
1235,White-headed Munia,Lonchura maja,Introduced species
1236,Java Sparrow,Lonchura oryzivora,Introduced species Vulnerable
1237,Pin-tailed Whydah,Vidua macroura,Introduced species
