level	name	condition	replacewith	notes
Scientific_Name	Wikstroemia phillyreifolia	unmatched	Wikstroemia phillyreifolia	
Scientific_Name	Mythimna unipuncta	unmatched	Mythimna unipuncta	
Scientific_Name	Mythimna unipuncta	unmatched	Mythimna unipuncta	
Scientific_Name	Megacerus leucospilus	unmatched	Megacerus leucospilus	
Scientific_Name	Momordica balsamina	unmatched	Momordica balsamina	
Scientific_Name	Cajanus cajan	unmatched	Cajanus cajan	
Scientific_Name	Lantana camara	unmatched	Lantana camara	
Scientific_Name	Sigesbeckia orientalis	unmatched	Sigesbeckia orientalis	
Scientific_Name	Xanthium saccharatum	unmatched	Xanthium strumarium	
Scientific_Name	Cassia occidentalis	unmatched	Senna occidentalis	
Scientific_Name	Chamaecrista nictitans	unmatched	Chamaecrista nictitans	
Scientific_Name	Chenopodium oahuense	unmatched	Chenopodium oahuense	
Scientific_Name	Psidium guajava	unmatched	Psidium guajava	
Scientific_Name	Leptecophylla tameiameiae	unmatched	Leptecophylla tameiameiae	
Scientific_Name	Carpophilus humeralis	unmatched	Urophorus humeralis	
Scientific_Name	Bourreria ovata	unmatched	Bourreria succulenta	
Scientific_Name	Dendropemon caribaeum	unmatched	Dendropemon caribaeus	
Scientific_Name	Celtis pallida	unmatched	Celtis pallida	
Scientific_Name	Croton setigerus	unmatched	Croton setiger	
Scientific_Name	Carnegia gigantea	unmatched	Carnegiea gigantea	
Scientific_Name	Urochloa fusca	unmatched	Urochloa fusca	
Scientific_Name	Acacia farnesiana	unmatched	Vachellia farnesiana	
Scientific_Name	Sapium biloculare	unmatched	Sebastiania bilocularis	
Scientific_Name	Cercidium floridum	unmatched	Parkinsonia florida	
Scientific_Name	Lotus humistratus	unmatched	Acmispon humistratus	
Scientific_Name	Lemaireocereus thurberi	unmatched	Stenocereus thurberi	
Scientific_Name	Andropogon gerardii	unmatched	Andropogon gerardii	
Scientific_Name	Rubus plicatus	unmatched	Rubus plicatus	
Scientific_Name	Rhus aromatica	unmatched	Rhus aromatica	
Scientific_Name	Entylia carinata	unmatched		keep as is
Scientific_Name	Graphocephala hieroglyphica	unmatched		keep as is
Scientific_Name	Cercyon melanocephalus	unmatched	Cercyon melanocephalus	
Scientific_Name	Heterothops fusculus	unmatched		keep as is
Scientific_Name	Typhaea stercorea	unmatched	Typhaea stercorea	
Scientific_Name	Atholus americanus	unmatched	Atholus americanus	
Scientific_Name	Cryptarcha strigatula	unmatched	Cryptarcha strigatula	
Scientific_Name	Drapetes exstriatus	unmatched		keep as is
Scientific_Name	Oxyomus sylvestris	unmatched		keep as is
Scientific_Name	Planolinus tenellus	unmatched	Planolinus tenellus	
Scientific_Name	Metachroma longicolle	unmatched	Metachroma longicolle	
Scientific_Name	Sitona lepidus	unmatched	Sitona lepidus	
Scientific_Name	Sitona lepidus	unmatched	Sitona lepidus	
Scientific_Name	Sitona lepidus	unmatched	Sitona lepidus	
Scientific_Name	Eubulus bisignatus	unmatched	Eubulus bisignatus	
Scientific_Name	Acanthoscelidius acephalus	unmatched	Acanthoscelidius acephalus	
Scientific_Name	Campylirhynchus longulus	unmatched	Campylirhynchus longulus	
Scientific_Name	Sitophilus oryzae	unmatched	Sitophilus oryzae	
Scientific_Name	Sitophilus oryzae	unmatched	Sitophilus oryzae	
Scientific_Name	Ips calligraphus	unmatched	Ips calligraphus	
Scientific_Name	Agallia quadripunctata	unmatched		keep as is
Scientific_Name	Acrosternum hilare	unmatched	Acrosternum hilare	
Scientific_Name	Anisodactylus sanctaecrucis	unmatched	Anisodactylus sanctaecrucis	
Scientific_Name	Enochrus hamiltoni	unmatched	Enochrus hamiltoni	
Scientific_Name	Hippodamia quinquesignata	unmatched	Hippodamia quinquesignata	
Scientific_Name	Hippodamia quinquesignata	unmatched	Hippodamia quinquesignata	
Scientific_Name	Hippodamia quinquesignata	unmatched	Hippodamia quinquesignata	
Scientific_Name	Coccinella californica	unmatched	Coccinella californica	
Scientific_Name	Scymnus collaris	unmatched		keep as is
Scientific_Name	Dermestes talpinus	unmatched	Dermestes talpinus	
Scientific_Name	Spilodiscus sellatus	unmatched	Spilodiscus sellatus	
Scientific_Name	Saprinus perinterruptus	unmatched	Saprinus perinterruptus	
Scientific_Name	Phaeaphodius rectus	unmatched	Phaeaphodius rectus	
Scientific_Name	Chrysomela scripta	unmatched	Chrysomela scripta	
Scientific_Name	Epitrix hirtipennis	unmatched	Epitrix hirtipennis	
Scientific_Name	Sphenophorus venatus	unmatched	Sphenophorus venatus	
Scientific_Name	Tomicus piniperda	unmatched		keep as is
Scientific_Name	Eblisia carolina	unmatched	Eurylister carolinus	
Scientific_Name	Calamosternus granarius	unmatched	Calamosternus granarius	
Scientific_Name	Calamosternus granarius	unmatched	Calamosternus granarius	
Scientific_Name	Rhinoncus pyrrhopus	unmatched	Campylirhynchus pyrrhopus	
Scientific_Name	Oebalus pugnax	unmatched	Oebalus pugnax	
Scientific_Name	Creophilus maxillosus	unmatched	Creophilus maxillosus	
Scientific_Name	Chramesus hicoriae	unmatched	Chramesus hicoriae	
Scientific_Name	Dolichomitus irritator	unmatched		keep as is
Scientific_Name	Agonum limbatum	unmatched	Agonum limbatum	
Scientific_Name	Agonum limbatum	unmatched	Agonum limbatum	
Scientific_Name	Saprinus pensylvanicus	unmatched	Saprinus pensylvanicus	
Scientific_Name	Altica foliaceae	unmatched	Altica foliaceae	
Scientific_Name	Bradycellus rupestris	unmatched	Bradycellus rupestris	
Scientific_Name	Morella cerifera	unmatched	Morella cerifera	
Scientific_Name	Helicoverpa armigera	unmatched		keep as is
Scientific_Name	Eumeces inexpectatus	unmatched	Eumeces inexpectatus	
Scientific_Name	Urochloa platyphylla	unmatched	Urochloa platyphylla	
Scientific_Name	Persicaria hydropiperoides	unmatched	Persicaria hydropiperoides	
Scientific_Name	Sambucus nigra	unmatched	Sambucus nigra	
Scientific_Name	Slaterobius insignis	unmatched	Slaterobius insignis	
Scientific_Name	Cuerna sayi	unmatched		keep as is
Scientific_Name	Teuchestes fossor	unmatched	Teuchestes fossor	
Scientific_Name	Ataeniopsis figurator	unmatched	Ataeniopsis figurator	
Scientific_Name	Phaedon prasinellus	unmatched	Phaedon prasinellus	
Scientific_Name	Systena bitaeniata	unmatched	Systena bitaeniata	
Scientific_Name	Phyxelis rigidus	unmatched	Phyxelis rigidus	
Scientific_Name	Sitona californius	unmatched	Sitona californius	
Scientific_Name	Sitona californius	unmatched	Sitona californius	
Scientific_Name	Sitona hispidula	unmatched	Sitona hispidulus	
Scientific_Name	Graphops beryllina	unmatched	Graphops beryllina	
Scientific_Name	Acacia angustissima	unmatched	Acacia angustissima	
Scientific_Name	Rhopalosiphum maidis	unmatched	Rhopalosiphum maidis	
Scientific_Name	Rhinosimus viridiaeneus	unmatched	Rhinosimus viridiaeneus	
Scientific_Name	Rhamnus californica	unmatched	Rhamnus californica	
Scientific_Name	Zonotrichia albicollis	unmatched	Zonotrichia albicollis	
Scientific_Name	Arvicola terrestris	unmatched	Arvicola amphibius	
Scientific_Name	Clethrionomys glareolus	unmatched	Myodes glareolus	
Scientific_Name	Microtus levis	unmatched	Microtus levis	
Scientific_Name	Bufo chilensis	unmatched	Rhinella arunco	
Scientific_Name	Leiothlypis peregrina	unmatched	Leiothlypis peregrina	
Scientific_Name	Pipistrellus subflavus	unmatched	Perimyotis subflavus	
Scientific_Name	Notropis chrysocephalus	unmatched	Luxilus chrysocephalus	
Scientific_Name	Gastrophryne olivacea	unmatched	Gastrophryne olivacea	
Scientific_Name	Cnemidophorus sexlineatus	unmatched	Cnemidophorus sexlineatus	
Scientific_Name	Phrynosoma cornutum	unmatched	Phrynosoma cornutum	
Scientific_Name	Tamias amoenus	unmatched	Tamias amoenus	
Scientific_Name	Eutamias minimus	unmatched	Tamias minimus	
Scientific_Name	Microsorex hoyi	unmatched	Sorex hoyi	
Scientific_Name	Dendragapus canadensis	unmatched	Falcipennis canadensis	
Scientific_Name	Lithobates sylvaticus	unmatched	Lithobates sylvaticus	
Scientific_Name	Clethrionomys rufocanus	unmatched	Myodes rufocanus	
Scientific_Name	Perdix perdix	unmatched	Perdix perdix	
Scientific_Name	Butorides striatus	unmatched	Butorides striata	
Scientific_Name	Columba livia	unmatched	Columba livia	
Scientific_Name	Otospermophilus beecheyi	unmatched	Otospermophilus beecheyi	
Scientific_Name	Lasiurus borealis	unmatched	Lasiurus borealis	
Scientific_Name	Lophortyx californica	unmatched	Callipepla californica	
Scientific_Name	Melanerpes formicivorus	unmatched	Melanerpes formicivorus	
Scientific_Name	Junco hyemalis	unmatched	Junco hyemalis	
Scientific_Name	Masticophis lateralis	unmatched	Masticophis lateralis	
Scientific_Name	Lampropeltis getulus	unmatched	Lampropeltis getula	
Scientific_Name	Gerrhonotus multicarinatus	unmatched	Elgaria multicarinata	
Scientific_Name	Scaphiopus hammondii	unmatched	Spea hammondii	
Scientific_Name	Spermophilus washingtoni	unmatched	Urocitellus washingtoni	
Scientific_Name	Gallus gallus	unmatched	Gallus gallus	
Scientific_Name	Perognathus hispidus	unmatched	Chaetodipus hispidus	
Scientific_Name	Dyschirius dejeanii	unmatched	Dyschirius dejeanii	
Scientific_Name	Clivina bipustulata	unmatched	Paraclivina bipustulata	
Scientific_Name	Pterostichus morionides	unmatched	Pterostichus morionides	
Scientific_Name	Cyclotrachelus sodalis	unmatched	Cyclotrachelus sodalis	
Scientific_Name	Anchomenus aeneolus	unmatched	Anchomenus aeneolus	
Scientific_Name	Stenolophus lineola	unmatched	Stenolophus lineola	
Scientific_Name	Stenolophus lineola	unmatched	Stenolophus lineola	
Scientific_Name	Harpalus pleuriticus	unmatched	Harpalus somnulentus	
Scientific_Name	Selenophorus pedicularis	unmatched	Selenophorus pedicularius	
Scientific_Name	Stenolophus conjunctus	unmatched	Agonoleptus conjunctus	
Scientific_Name	Peltodytes callosus	unmatched	Peltodytes callosus	
Scientific_Name	Bidessus affinis	unmatched	Liodessus affinis	
Scientific_Name	Cymbiodyta fimbriata	unmatched	Enochrus fimbriatus	
Scientific_Name	Thanatophilus lapponicus	unmatched	Thanatophilus lapponicus	
Scientific_Name	Coccinella novemnotata	unmatched	Coccinella novemnotata	
Scientific_Name	Coccinella novemnotata	unmatched	Coccinella novemnotata	
Scientific_Name	Margarinotus harrisii	unmatched	Margarinotus harrisii	
Scientific_Name	Margarinotus immunis	unmatched	Margarinotus immunis	
Scientific_Name	Atholus sedecimstriatus	unmatched	Atholus sedecimstriatus	
Scientific_Name	Atholus sedecimstriatus	unmatched	Atholus sedecimstriatus	
Scientific_Name	Ips fasciatus	unmatched		keep as is
Scientific_Name	Atalantycha bilineata	unmatched	Atalantycha bilineata	
Scientific_Name	Oscarinus rusicola	unmatched	Oscarinus rusicola	
Scientific_Name	Pardalosus serval	unmatched	Pardalosus serval	
Scientific_Name	Pardalosus pardalis	unmatched	Pardalosus pardalis	
Scientific_Name	Agoliinus anthracus	unmatched	Agoliinus anthracus	
Scientific_Name	Ataenius robustus	unmatched	Ataenius robustus	
Scientific_Name	Liothorax alternatus	unmatched	Liothorax alternatus	
Scientific_Name	Odonteus filicornis	unmatched	Odonteus filicornis	
Scientific_Name	Phyllophaga tristis	unmatched	Phyllophaga tristis	
Scientific_Name	Pachybrachis hepaticus	unmatched	Pachybrachis hepaticus	
Scientific_Name	Paria aterrima	unmatched	Paria aterrima	
Scientific_Name	Graphops nebulosa	unmatched	Graphops nebulosa	
Scientific_Name	Kuschelina laeta	unmatched	Kuschelina laeta	
Scientific_Name	Altica fuscoaenea	unmatched	Altica fuscoaenea	
Scientific_Name	Altica tombacina	unmatched	Altica tombacina	
Scientific_Name	Lepesoma sordida	unmatched	Lepesoma sordida	
Scientific_Name	Omias saccatus	unmatched	Omias saccatus	
Scientific_Name	Omias saccatus	unmatched	Omias saccatus	
Scientific_Name	Geoderces horni	unmatched	Geoderces horni	
Scientific_Name	Tanymecus confertus	unmatched	Tanymecus confusus	
Scientific_Name	Sitona lineellus	unmatched	Sitona lineellus	
Scientific_Name	Sitona hispidulus	unmatched	Sitona hispidulus	
Scientific_Name	Hypera punctata	unmatched	Hypera punctata	
Scientific_Name	Hypera nigrirostris	unmatched	Hypera nigrirostris	
Scientific_Name	Cleonidius quadrilineatus	unmatched	Cleonidius quadrilineatus	
Scientific_Name	Tyloderma angustulum	unmatched	Tyloderma angustulum	
Scientific_Name	Bibio nigritus	unmatched	Bibio nigritus	
Scientific_Name	Lacanobia subjuncta	unmatched	Lacanobia subjuncta	
Scientific_Name	Magicicada septendecim	unmatched	Magicicada septendecim	
Scientific_Name	Arhyssus nigristernum	unmatched	Arhyssus nigristernum	
Scientific_Name	Tettigidea lateralis	unmatched	Tettigidea lateralis	
Scientific_Name	Serenoa repens	unmatched	Serenoa repens	
Scientific_Name	Juniperus monosperma	unmatched	Juniperus monosperma	
Scientific_Name	Persicaria lapathifolia	unmatched	Persicaria lapathifolia	
Scientific_Name	Phytolacca americana	unmatched	Phytolacca americana	
Scientific_Name	Lindera benzoin	unmatched	Lindera benzoin	
Scientific_Name	Lindera benzoin	unmatched	Lindera benzoin	
Scientific_Name	Sassafras albidum	unmatched	Sassafras albidum	
Scientific_Name	Sassafras albidum	unmatched	Sassafras albidum	
Scientific_Name	Malus fusca	unmatched	Malus fusca	
Scientific_Name	Amelanchier alnifolia	unmatched	Amelanchier alnifolia	
Scientific_Name	Crataegus monogyna	unmatched	Crataegus monogyna	
Scientific_Name	Prunus pensylvanica	unmatched	Prunus pensylvanica	
Scientific_Name	Prunus pensylvanica	unmatched	Prunus pensylvanica	
Scientific_Name	Melia azedarach	unmatched	Melia azedarach	
Scientific_Name	Rhus copallinum	unmatched	Rhus copallinum	
Scientific_Name	Euonymus americanus	unmatched	Euonymus americanus	
Scientific_Name	Euonymus americanus	unmatched	Euonymus americanus	
Scientific_Name	Celastrus scandens	unmatched	Celastrus scandens	
Scientific_Name	Berchemia scandens	unmatched	Berchemia scandens	
Scientific_Name	Parthenocissus quinquefolia	unmatched	Parthenocissus quinquefolia	
Scientific_Name	Vitis labrusca	unmatched	Vitis labrusca	
Scientific_Name	Cornus racemosa	unmatched	Cornus racemosa	
Scientific_Name	Cornus alternifolia	unmatched	Cornus alternifolia	
Scientific_Name	Cornus alternifolia	unmatched	Cornus alternifolia	
Scientific_Name	Vaccinium oxycoccos	unmatched	Vaccinium oxycoccos	
Scientific_Name	Diospyros virginiana	unmatched	Diospyros virginiana	
Scientific_Name	Diodella teres	unmatched	Diodella teres	
Scientific_Name	Sambucus racemosa	unmatched	Sambucus racemosa	
Scientific_Name	Ribes rubrum	unmatched	Ribes rubrum	
Scientific_Name	Cicindela purpurea	unmatched	Cicindela purpurea	
Scientific_Name	Cicindela purpurea	unmatched	Cicindela purpurea	
Scientific_Name	Dyschirius aeneolus	unmatched	Dyschirius aeneolus	
Scientific_Name	Pterostichus lucublandus	unmatched	Poecilus lucublandus	
Scientific_Name	Amara hyperborea	unmatched	Amara hyperborea	
Scientific_Name	Agonum punctiforme	unmatched	Agonum punctiforme	
Scientific_Name	Harpalus affinis	unmatched	Harpalus affinis	
Scientific_Name	Harpalus pensylvanicus	unmatched	Harpalus pensylvanicus	
Scientific_Name	Harpalus pensylvanicus	unmatched	Harpalus pensylvanicus	
Scientific_Name	Saprinus fraterculus	unmatched	Saprinus fraterculus	
Scientific_Name	Geotrupes blackburnii	unmatched	Geotrupes blackburnii	
Scientific_Name	Anomala undulata	unmatched	Anomala undulata	
Scientific_Name	Tomarus gibbosus	unmatched	Tomarus gibbosus	
Scientific_Name	Tetraopes tetrophthalmus	unmatched	Tetraopes tetrophthalmus	
Scientific_Name	Colaspis brunnea	unmatched	Colaspis brunnea	
Scientific_Name	Altica chalybea	unmatched	Altica chalybea	
Scientific_Name	Amblycerus robiniae	unmatched	Amblycerus robiniae	
Scientific_Name	Tribolium castaneum	unmatched	Tribolium castaneum	
Scientific_Name	Lecontia discicollis	unmatched	Lecontia discicollis	
Scientific_Name	Anametis grisea	unmatched	Anametis granulata	
Scientific_Name	Tanymecus lacaena	unmatched	Tanymecus lacaena	
Scientific_Name	Listronotus vitticollis	unmatched	Listronotus vitticollis	
Scientific_Name	Curculio proboscideus	unmatched	Curculio proboscideus	
Scientific_Name	Curculio nasicus	unmatched	Curculio nasicus	
Scientific_Name	Rhodobaenus tredecimpunctatus	unmatched	Rhodobaenus tredecimpunctatus	
Scientific_Name	Rhodobaenus tredecimpunctatus	unmatched	Rhodobaenus tredecimpunctatus	
Scientific_Name	Sphenophorus sculptilis	unmatched	Sphenophorus cariosus	
Scientific_Name	Spilosoma virginica	unmatched	Spilosoma virginica	
Scientific_Name	Nephelodes minians	unmatched	Nephelodes minians	
Scientific_Name	Podisus maculiventris	unmatched	Podisus maculiventris	
Scientific_Name	Podisus maculiventris	unmatched	Podisus maculiventris	
Scientific_Name	Pardalophora apiculata	unmatched	Pardalophora apiculata	
Scientific_Name	Melanoplus femurrubrum	unmatched	Melanoplus femurrubrum	
Scientific_Name	Melanoplus sanguinipes	unmatched	Melanoplus sanguinipes	
Scientific_Name	Udeopsylla robusta	unmatched	Udeopsylla robusta	
Scientific_Name	Miogryllus verticalis	unmatched	Miogryllus verticalis	
Scientific_Name	Triticum aestivum	unmatched	Triticum aestivum	
Scientific_Name	Maianthemum racemosum	unmatched	Maianthemum racemosum	
Scientific_Name	Smilax rotundifolia	unmatched	Smilax rotundifolia	
Scientific_Name	Phoradendron serotinum	unmatched	Phoradendron serotinum	
Scientific_Name	Toxicodendron vernix	unmatched	Toxicodendron vernix	
Scientific_Name	Dichelonyx elongatula	unmatched	Dichelonyx elongatula	
Scientific_Name	Psyllobora vigintimaculata	unmatched	Psyllobora vigintimaculata	
Scientific_Name	Psyllobora vigintimaculata	unmatched	Psyllobora vigintimaculata	
Scientific_Name	Lexiphanes saponatus	unmatched	Lexiphanes saponatus	
Scientific_Name	Glyptoscelis albida	unmatched	Glyptoscelis albida	
Scientific_Name	Pachybrachis abdominalis	unmatched	Pachybrachis abdominalis	
Scientific_Name	Trirhabda bacharidis	unmatched	Trirhabda bacharidis	
Scientific_Name	Chauliognathus marginatus	unmatched	Chauliognathus marginatus	
Scientific_Name	Algarobius prosopis	unmatched	Algarobius prosopis	
Scientific_Name	Colecerus marmoratus	unmatched	Colecerus marmoratus	
Scientific_Name	Pentispa melanura	unmatched	Pentispa melanura	
Scientific_Name	Dectes sayi	unmatched	Dectes sayi	
Scientific_Name	Lema trilineata	unmatched	Lema daturaphila	
Scientific_Name	Brachys ovatus	unmatched	Brachys ovatus	
Scientific_Name	Juniperus virginiana	unmatched	Juniperus virginiana	
Scientific_Name	Juniperus virginiana	unmatched	Juniperus virginiana	
Scientific_Name	Hister bimaculatus	unmatched	Atholus bimaculatus	
Scientific_Name	Geomysaprinus obscurus	unmatched	Geomysaprinus obscurus	
Scientific_Name	Notoxus lustrellus	unmatched	Notoxus lustrellus	
Scientific_Name	Lichnanthe ursina	unmatched	Lichnanthe ursina	
Scientific_Name	Amara longula	unmatched	Amara longula	
Scientific_Name	Saprinus fimbriatus	unmatched	Xerosaprinus fimbriatus	
Scientific_Name	Lapsus tristis	unmatched	Lapsus tristis	
Scientific_Name	Toxicodendron diversilobum	unmatched	Toxicodendron diversilobum	
Scientific_Name	Cornus sericea	unmatched	Cornus sericea	
Scientific_Name	Archips fumiferana	unmatched	Archips fumiferana	
Scientific_Name	Cicindela tranquebarica	unmatched	Cicindela tranquebarica	
Scientific_Name	Cicindela duodecimguttata	unmatched	Cicindela duodecimguttata	
Scientific_Name	Pterostichus sayanus	unmatched	Pterostichus sayanus	
Scientific_Name	Nicrophorus guttula	unmatched	Nicrophorus guttula	
Scientific_Name	Cycloneda sanguinea	unmatched	Cycloneda sanguinea	
Scientific_Name	Cycloneda sanguinea	unmatched	Cycloneda sanguinea	
Scientific_Name	Hister coenosus	unmatched	Hister coenosus	
Scientific_Name	Euspilotus assimilis	unmatched	Euspilotus assimilis	
Scientific_Name	Phengodes fusciceps	unmatched	Phengodes fusciceps	
Scientific_Name	Podabrus modestus	unmatched	Podabrus modestus	
Scientific_Name	Ancistronycha erichsonii	unmatched	Ancistronycha erichsonii	
Scientific_Name	Amphicerus cornutus	unmatched	Amphicerus cornutus	
Scientific_Name	Canthon imitator	unmatched	Canthon imitator	
Scientific_Name	Canthon imitator	unmatched	Canthon imitator	
Scientific_Name	Cremastocheilus knochii	unmatched	Cremastocheilus knochii	
Scientific_Name	Cremastocheilus castaneae	unmatched	Cremastocheilus castaneae	
Scientific_Name	Anthophylax cyaneus	unmatched	Anthophylax cyaneus	
Scientific_Name	Typocerus zebra	unmatched	Typocerus zebra	
Scientific_Name	Judolia cordifera	unmatched	Judolia cordifera	
Scientific_Name	Typophorus nigritus	unmatched	Typophorus nigritus	
Scientific_Name	Chelymorpha cassidea	unmatched	Chelymorpha cassidea	
Scientific_Name	Ataenius opatrinus	unmatched	Ataenius opatrinus	
Scientific_Name	Zonitis cribricollis	unmatched	Zonitis cribricollis	
Scientific_Name	Epicauta murina	unmatched	Epicauta murina	
Scientific_Name	Epicauta atrata	unmatched	Epicauta atrata	
Scientific_Name	Epicauta pennsylvanica	unmatched	Epicauta pensylvanica	
Scientific_Name	Phyllophaga congrua	unmatched	Phyllophaga congrua	
Scientific_Name	Dichelonyx subvittata	unmatched	Dichelonyx subvittata	
Scientific_Name	Phyllophaga fusca	unmatched	Phyllophaga fusca	
Scientific_Name	Alloblackburneus rubeolus	unmatched	Alloblackburneus rubeolus	
Scientific_Name	Tabanus tener	unmatched	Tabanus rufofrater	
Scientific_Name	Okanagana cruentifera	unmatched	Okanagana cruentifera	
Scientific_Name	Euschistus servus	unmatched	Euschistus servus	
Scientific_Name	Aphaenogaster fulva	unmatched	Aphaenogaster fulva	
Scientific_Name	Aphaenogaster fulva	unmatched	Aphaenogaster fulva	
