common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Main Foods Taken	"Bosakowski, T., D. G. Smith, and R. Speiser. 1992. Nest sites and habitat selected by Cooper's Hawks, Accipiter cooperii, in northern New Jersey and southeastern New York. Can. Field Nat. 106(4):474-479."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Quantitative Analysis	"Liebezeit, J. R. and T. L. George. 2002. Nest predators, nest-site selection, and nesting success of the Dusky Flycatcher in a managed Ponderosa Pine forest. Condor 104(3):507-517."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Quantitative Analysis	"Caine III, J. W., M. L. Morrison, and H. L. Bombay. 2004. Predator activity and nest success of Willow Flycatchers and Yellow Warblers. J. Wildl. Manage. 67(3):600-610."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Clark, R. J. 1977. Cooper's Hawk hunting in the city. Auk 94:142-143."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Microhabitat For Foraging	"Lake, L. A., D. A. Buehler, and E. Allen. 2002. Cooper's Hawk non-breeding habitat use and home range in southwestern Tennessee. Proc. Ann. Conf. Southeastern Assoc. Fish and Wildlife Agencies 56:229-238."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Forbush, E. H. 1927. Birds of Massachusetts and other New England states. Vol. 2. Norwood Press, Norwood, MA."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Quantitative Analysis	"Boal, C. W. and R. W. Mannan. 2000. Cooper's Hawks in urban and exurban areas: a reply. J. Wildl. Manage. 64(2):601-604."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Nutrition And Energetics		"Meng, H. K. 1959. Food habits of nesting Cooper's Hawks and Goshawks in New York and Pennsylvania. Wilson Bull. 71:169-174."	y	Y	
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Gerig, R. 1979. Death by drowning-one Cooper's Hawk's approach. Am. Birds 33:836."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Mead, R. A. 1963. Cooper's Hawk attacks pigeon by stooping. Condor 65:167."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Bent, A. C. 1937. Life histories of North American birds of prey. Part 1. U. S. Natl. Mus. Bull. No. 167."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Davis, M. 1948. Cooper's Hawk drowning its prey. Auk 65:298-299."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Food Selection And Storage		"Kennedy, P. L. and D. R. Johnson. 1986. Prey-size selection in nesting male and female Cooper's Hawks. Wilson Bull. 98:110-115."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Major Food Items	"Bielefeldt, J., R. N. Rosenfield, and J. M. Papp. 1992. Unfounded assumptions about diet of the Cooper's Hawk. Condor 94:427-436."	y	Y	
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Quantitative Analysis	"Boal, C. W., R. W. Mannan, and K. S. Hudelson. 1998. Trichomoniasis in Cooper's Hawks from Arizona. J. Wildl. Dis. 34(3):590-593."	y	n	
Cooper's Hawk	Accipitridae	1-Apr-06	Diet	Major Food Items	"Reynolds, R. T. 1989. Status reports: accipiters. Proc. western raptor management symposium and workshop. Nat. Wildl. Fed. Washington, D.C."	n		
Cooper's Hawk	Accipitridae	1-Apr-06	Feeding	Food Capture And Consumption	"Roth II, T. C. and S. L. Lima. 2003. Hunting behavior and diet of Cooper's Hawks: an urban view of the small-bird-in-winter paradigm. Condor 105(3):474-483."	y	Y	
Cooper's Hawk	Accipitridae	1996	Feeding		"Toland, B. 1986. Hunting success of some Missouri raptors. Wilson Bull. 98:116-125."	y	Y	
Cooper's Hawk	Accipitridae	Found in Rosenfield and Bielefeldt 1993			Kennedy 1980	n		
Cooper's Hawk	Accipitridae	Found in Rosenfield and Bielefeldt 1993			Janik and Mosher 1982	y	Y	
Cooper's Hawk	Accipitridae	Found in Rosenfield and Bielefeldt 1993			Snyder et al 1973	y	n	
Cooper's Hawk	Accipitridae	Found in Rosenfield and Bielefeldt 1993			Errington 1933	y	n	
Cooper's Hawk	Accipitridae	Found in Rosenfield and Bielefeldt 1993			"Hamerstrom, F. N. Jr. and F. Hamerstrom. 1951. Food of Young Raptors n the Edwin S. George Reserve. The Wilson Bulletin. 63(1): 16-25. "	y	Y	
Cooper's Hawk	Accipitridae	2015 Literature Search			"Cava, J. A., A. C. Stewart, and R. N. Rosenfield. 2012. Introduced Species Dominate the Diet of Breeding Urban Cooper's Hawks in British Columbia. The Wilson Journal of Ornithology. 124(4): 775-782. "	y	Y	
Cooper's Hawk	Accipitridae	2015 Literature Search			"Roth II, T. C. and S. L. Lima. 2006. Predatory Behavior and Diet of Wintering Male Cooper's Hawks in Rural Habitat. The Journal of Raptor Research. 40(4):287-290."	y	Y	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Olendorff, R. R. 1973. Ecology of the nesting birds of prey of northeastern Colorado. Tech. rep. 211. U.S. Int. Biol. Prog., Grassland Biome, Fort Collins, CO."	n		
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Chesser, R. K. 1979. Opportunistic feeding on man-killed prey by Ferruginous Hawks. Wilson Bull. 91:330-331."	n		
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Lokemoen, J. T. and H. F. Duebbert. 1976. Ferruginous Hawk nesting ecology and raptor populations in northern South Dakota. Condor 78:464-470."	y	Y	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Restani, M. 1991. Resource partitioning among three Buteo species in the Centennial Valley, Montana. Condor 93:1007-1010."	y	y	
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Wakeley, J. S. 1979. Use of hunting methods by Ferruginous Hawks in relation to vegetation density. Raptor Res. 13:116-119."	y	n	
Ferruginous Hawk	Accipitridae	1995	Food Selection And Storage		"Schmutz, J. K., A. Rose, and R. G. Johnson. 1989. Hazards to raptors from strychnine poisoned ground squirrels. J. Raptor Res. 23:147-151."	y	n	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Steenhof, K. and M. N. Kochert. 1985. Dietary shifts of sympatric buteos during a prey decline. Oecologia 66:6-16."	y	Y	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Cottrell, M. J. 1981. Resource partitioning and reproductive success of three species of hawks (Buteo spp.) in an Oregon prairie. Master's Thesis. Oregon State Univ. Corvallis."	y	Y	
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Mcannis, D. M. 1990. Home range, activity budgets, and habitat use of Ferruginous Hawks (Buteo regalis) breeding in southwest Idaho. Master's Thesis. Boise State Univ. Boise, ID."	y	n	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Schmutz, J. K., S. M. Schmutz, and D. A. Boag. 1980. Coexistence of three species of hawks (Buteo spp.) in the prairie-parkland ecotone. Can. J. Zool. 58:1075-1089."	Y	Y	
Ferruginous Hawk	Accipitridae	1995	Feeding	Main Foods Taken	"Olendorff, R. R. 1993. Status, biology, and management of Ferruginous Hawks: a review. Raptor Res. and Tech. Asst. Cen., Spec. Rep. U.S. Dep. Interior, Bur. Land Manage. Boise, ID."	y	n	
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Palmer, R. S. 1988. Ferruginous Hawk. Pages 135-151 in Handbook of North American Birds. Vol. 5, pt. 2. Yale Univ. Press, New Haven, CT."	y	n/y	useful resource for finding other studies (already done); doesn't have enough data from original studies to use as a source itself
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Bloom, P. H., J. L. Henckel, E. H. Henckel, J. K. Schmutz, B. Woodbridge, J. R. Bryan, R. L. Anderson, P. J. Detrich, T. L. Maechtle, J. O. McKinley, M. D. McCrary, K. Titus, and P. F. Schempf. 1992. The dho-gaza with Great Horned Owl lure: an analysis of its effectiveness in capturing raptors. J. Raptor Res. 26:167-178."	y	n	
Ferruginous Hawk	Accipitridae	1995	Metabolism And Temperature Regulation		"Woffinden, N. D. and J. R. Murphy. 1989. Decline of a Ferruginous Hawk population: a 20-year summary. J. Wildl. Manage. 53:1127-1132."	y	n	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Gilmer, D. S. and R. E. Stewart. 1983. Ferruginous Hawk populations and habitat use in North Dakota. J. Wildl. Manage. 47:146-157."	y	y	
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Thurow, T. L., C. M. White, R. P. Howard, and J. F. Sullivan. 1980. Raptor ecology of Raft River valley, Idaho. EG&G Idaho, Inc. Idaho Falls."	n		
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Smith, D. G. and J. R. Murphy. 1978. Biology of the Ferruginous Hawk in central Utah. Sociobiology 3:79-98."	n		
Ferruginous Hawk	Accipitridae	1995	Diet	Quantitative Analysis	"Fitzner, R. E., D. Berry, L. L. Boyd, and C. A. Reick. 1977. Nesting of Ferruginous Hawks (Buteo regalis) in Washington, 1974-75. Condor 79:245-249."	y	y	
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Smith, D. G. and J. R. Murphy. 1973. Breeding ecology of raptors in the eastern Great Basin of Utah. Brigham Young Univ. Sci. Bull., Biol. Ser. 13:1-76."	y	y	
Ferruginous Hawk	Accipitridae	1995	Feeding	Food Capture And Consumption	"Wakeley, J. S. 1974. Activity periods, hunting methods, and efficiency of the Ferruginous Hawk. Raptor Res. 8:67-72."	y	n	
Ferruginous Hawk	Accipitridae	from Palmer. 1988. Handbook of North American Birds			" Platt, J.B. 1971. A SURVEY OF NESTING HAWKS, EAGLES, FALCONS AND OWLS IN CURLEW VALLEY, UTAH. Great Basin Nat. 31:51-65"	y	y	
Ferruginous Hawk	Accipitridae	from Palmer. 1988. Handbook of North American Birds			Howard and Wolfe. 1976. Range Improvement Practices and Ferruginous Hawks. Journal of Range Management. 29 33-37	y	n	
Ferruginous Hawk	Accipitridae	from Palmer. 1988. Handbook of North American Birds			Blair and schitoskey. 1982. Wilson Bull. 94. 46-54	y 	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Hunsicker, G. R. 1972. Nesting behavior of the Golden Eagle, Aquila chrysaetos, in San Diego County, California. Master's Thesis. Univ. of California, Riverside."	n		"on hold, will rerequest from ILL later"
Golden Eagle	Accipitridae	2002	Diet	Quantitative Analysis	"Marti, C. D. 1987. Raptor food habits studies. Pages 67-80 in Raptor management techniques manual. (Pendleton, B. G., B. A. Millsap, K. W. Cline, and D. M. Bird, Eds.) Natl. Wildl. Fed. Washington, D.C."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Palmer, R. S. 1988. Handbook of North American birds, Vol. 5: diurnal raptors. Pt. 2. Yale Univ. Press, New Haven, CT."	y	n/y	useful resource for finding other studies (already done); doesn't have enough data from original studies to use as a source itself
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Dunstan, T. C., J. H. Harper, and K. B. Phipps. 1978. Habitat use and hunting strategies of Prairie Falcons, Red-tailed Hawks, and Golden Eagles. Fin. Rep. Western Illinois Univ. Macomb."	n		
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Brodeur, S. and F. Morneau. 1999. Rapport sur la situation de l'aigle royal (Aquila chrysaetos) au Qu????bec. Soci????t???? de la faune et des parcs du Qu????bec, Direction de la faune et des habitats, Qu????bec."	y	n	
Golden Eagle	Accipitridae	2002	"Drinking, Pellet-Casting, And Defecation"		"Brown, L. and D. Amadon. 1968. Eagles, hawks, and falcons of the world. Vol. 2. Country Life Books, London."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Dekker, D. 1985. Hunting behaviour of Golden Eagles, Aquila chrysaetos, migrating in southwestern Alberta. Can. Field-Nat. 99:383-385."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Todd, C. S. 1989. Golden Eagle. Pages 65-70 in Proceedings of the northeast raptor management symposium and workshop. (Pendleton, B. G., M. N. LeFranc, Jr., M. B. Moss, C. E. Ruibal, M. A. Knighton, and D. L. Krahe, Eds.) Natl. Wildl. Fed. Washington, D.C."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Watson, J. 1997. The Golden Eagle. 1st ed. T and A. D. Poyser, London, U.K."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Edwards, C. C. 1969. Winter behavior and population dynamics of American eagles in western Utah. Phd Thesis. Brigham Young Univ. Provo, UT."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Marr, N. V. and R. L. Knight. 1983. Food habits of Golden Eagles in eastern Washington. Murrelet 64:73-77."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Valutis, L. and J. M. Marzluff. 1997. A Golden Eagle eats wild Canada Goose eggs. J. Raptor Res. 31:288-289."	n		
Golden Eagle	Accipitridae	2002	Metabolism And Temperature Regulation		"Rudeen, S. and L. R. Powers. 1978. Body temperature of a nestling Golden Eagle. Condor 80:447-449."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Lockhart, J. M. 1976. The food habits, status and ecology of nesting Golden Eagles in the Trans-Pecos region of Texas. Master's Thesis. Sul Ross State Univ. Alpine, TX."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Willard, F. C. 1916. The Golden Eagle in Cochise County, Arizona. Oologist 33:2-10."	n		
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Collopy, M. W. 1983. A comparison of direct observations and collections of prey remains in determining the diet of Golden Eagles. J. Wildl. Manage. 47:360-368."	y	y	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Hickman, G. L. 1968. The ecology and breeding biology of the Golden Eagle in southwestern Idaho and southeastern Oregon. draft no. 2. U.S. Dep. Int., Bur. Sport Fish. Wildl. Washington, D.C."	n		
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Arnell, W. B. 1971. Prey utilization by nesting Golden Eagles (Aquila chrysaetos) in central Utah. Master's Thesis. Brigham Young Univ. Provo, UT."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Henderson, A. D. 1920. Golden Eagle and Horned Owl. Oologist 37:122."	n		
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Mcintyre, C. L. and L. G. Adams. 1999. Reproductive characteristics of migratory Golden Eagles in Denali National Park, Alaska. Condor 101:115-123."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Weik, A. P. 1987. The status of Golden Eagles nesting in Maine. Maine Dep. Inland Fish. Wildl. Orono, ME."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Dittrick, B. and L. Moorehead. 1983. Productivity and status of cliff nesting raptors along the Colville River and selected tributaries, Alaska. Unpubl. rep. to U.S. Fish Wild. Serv. Anchorage, AK."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Collopy, M. W. 1983. Foraging behavior and success of Golden Eagles. Auk 100:747-749."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Mollhagen, T. R., R. W. Wiley, and R. L. Packard. 1972. Prey remains in Golden Eagle nests: Texas and New Mexico. J. Wildl. Manage. 36:784-792."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Ladygin, A. V. 1994. Relationships of raptors wintering on the places of salmon spawning on the Kurilsky Lake (South Kamchatka). Pages 96-106 in Modern ornithology 1992. (Kurochkin, E. N., Ed.) Nauka Publ. Moscow."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Maclaren, P. A., S. H. Anderson, and D. E. Runde. 1988. Food habits and nest characteristics of breeding raptors in southwestern Wyoming. Great Basin Nat. 48:548-553."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Hatch, D. R. M. 1968. Golden Eagle hunting tactics. Blue Jay 26:78-80."	n		Not available on WorldCat
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Brandborg, S. M. 1955. Life history and management of the mountain goat in Idaho. Idaho Dep. Fish Game, Boise."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Lafontaine, A. R. and J. H. Fowler. 1976. Golden Eagle preys on Osprey. Auk 93:390."	y	y	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Marzluff, J. M., L. S. Schueck, M. Vekasy, B. A. Kimsey, M. McFadzen, R. R. Townsend, and J. O. McKinley. 1994. Influence of military training on the behavior of raptors in the Snake River Birds of Prey National Conservation Area. Pages 41-112 in Snake River Birds of Prey National Conservation Area, research and monitoring, annual report 1994. (Steenhof, K., Ed.) U.S. Dep. Int., Bur. Land Manage., Boise District, Boise, ID."	n		Not available on WorldCat
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Meinertzhagen, R. 1959. Pirates and predators, the piratical and predatory habits of birds. Oliver and Boyd, London, U.K."	y	n	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Reynolds III, H. V. 1969. Population status of the Golden Eagle in south-central Montana. Master's Thesis. Univ. of Montana, Missoula."	y	y	
Golden Eagle	Accipitridae	2002	Diet	Quantitative Analysis	"Mcgahan, J. 1967. Quantified estimates of predation by a Golden Eagle population. J. Wildl. Manage. 31:496-501."	y	y	
Golden Eagle	Accipitridae	2002	Diet	Major Food Items	"Lockhart, J. M., T. P. McEneaney, A. L. Harting, Jr., and R. L. Phillips. 1977. The effects of coal development on the ecology of birds of prey in southeastern Montana and northern Wyoming, Annu. Progr. Rep. U.S. Dep. Int., Fish Wildl. Serv., Denver Wildl. Res. Center, Denver, CO."	n		not available on WorldCat
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Thomas, J. W., C. Van Hoozer, and R. G. Marburger. 1964. Wild Turkey behavior affected by the presence of Golden Eagles. Wilson Bull. 76:384-385."	y	n	
Golden Eagle	Accipitridae	2002	Feeding	Food Capture And Consumption	"Bogg, D. A. 1977. Summer food habits of Golden Eagles in southwestern Alberta. Can. Field-Nat. 91:296-298."	n		not available on WorldCat
Golden Eagle	Accipitridae	2002	Nutrition And Energetics		"Collopy, M. W. 1984. Parental care and feeding ecology of Golden Eagle nestlings. Auk 101:753-760."	y	n	
