Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Adephaga	Cicindelidae			Yes	109230	Verified			Tiger Beetles	0.01	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Curculionidae			Yes	114666	Verified			Snout Beetlea	0.091	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Nitidulidae			Yes	114290	Verified			Sap Beetles	0.007	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Coleoptera	Polyphaga	Tenebrionidae			Yes	114419	Verified			Darkling Beetles	0.011	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Coleoptera					No					Beetles	0.045	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Diptera	Nematocera	Chironomidae			Yes	127917	Verified			Midges	0.036	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Empididae			Yes	135830	Unverified			Dance Flies	0.001	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Muscidae			Yes	150025	Unverified			Muscid Flies	0.006	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Diptera	Nematocera	Tipulidae			Yes	118840	Unverified			Crane Flies	0.001	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Diptera					No					Flies	0.005	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Lepidoptera					No	117232	Verified	Larvae		Moths	0.066	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Apinae			Yes	633913	Verified			Mining Bee	0.002	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Braconidae			Yes	152867	Verified			Braconids	0.001	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Chalcididae			Yes	154021	Verified			Chalcidids	0.001	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae			Yes	154193	Verified			Ants	0.03	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera		Ichneumonidae			Yes	153360	Verified			Ichneumons	0.002	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Hymenoptera					No					Wasps	0.057	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Psocodea	Amblycera					624283	Verified			Biting Lice	0.002	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta	Thysanoptera	Terebrantia	Thripidae			Yes	103353	Verified			Thrips	0.006	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
Lucy's Warblers	Oreothlypis luciae		Parulidae	eBird Clements checklist v2018						Arizona	"Colorado River, Grand Canyon"		4	1994	7	1994	Late Spring/ Early Summer	1	Animalia	Arthropoda	Insecta						No					Unknown Order	0.1	Items	1142	73	1	Stomach Conents 		RLC	"Yard, H. K. (1996). Quantitative diet analysis of selected breeding birds along the Colorado River in Grand Canyon National Park. Colorado Plateau Research Station, Northern Arizona University."
