Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Williamson's Sapsucker	Sphyrapicus thyroideus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.86	NA	17	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-headed Woodpecker	Melanerpes erythrocephalus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Plantae								YES		fruit		NA	NA	NA	0.202	NA	NA	NA	stomach contents	pages missing from this section of the study	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-headed Woodpecker	Melanerpes erythrocephalus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Plantae								YES		mast		NA	NA	NA	0.233	NA	NA	NA	stomach contents	pages missing from this section of the study	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.091	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.119	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.116	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.014	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Orthoptera					YES				NA	NA	NA	0.032	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Arachnida	Araneae					YES				NA	NA	NA	0.005	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Plantae							Zea mays	NO		seed	corn	NA	NA	NA	0.005	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Plantae								YES		fruit		NA	NA	NA	0.256	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Lewis's Woodpecker	Melanerpes lewis	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	"Montana, Wyoming, Idaho, Washington, and Oregon"	NA	NA	NA	NA	NA	NA	All	Plantae								YES		mast		NA	NA	NA	0.366	NA	59	NA	stomach contents	NA	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera		Carabidae			NO				NA	NA	NA	0.009	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Coleoptera					YES				NA	NA	NA	0.093	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			NO				NA	NA	NA	0.065	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hymenoptera					YES				NA	NA	NA	0.015	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Orthoptera					YES				NA	NA	NA	0.058	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				YES				NA	NA	NA	0.019	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Animalia	Arthropoda	Insecta	Lepidoptera					YES	larvae			NA	NA	NA	0.029	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae							Zea mays	NO		seed	corn	NA	NA	NA	0.04	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		fruit		NA	NA	NA	0.273	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae								YES		mast		NA	NA	NA	0.307	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Red-bellied Woodpecker	Melanerpes carolinus	Picidae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Multiple	NA	NA	NA	NA	NA	NA	All	Plantae							Toxicodendron radicans	NO		seed		NA	NA	NA	0.022	NA	271	NA	stomach contents	data collected from 17 different states	JB	"Beal, F. E. L. 1911. Food of the woodpeckers of the United States. U.S. Dept. Agr. Biol. Surv. Bull. 37."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Anas	Anas rubripes	no			Black duck	NA	0.148	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Laridae	Larus	Larus argentatus	no			Herring gull	NA	0.116	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae	Phalacrocorax	Phalacrocorax auritus	no			Double-crested cormorant	NA	0.076	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Laridae	Larus		yes			Gull sp.	NA	0.073	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Somateria	Somateria mollissima	no			Common eider	NA	0.056	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Bucephala	Bucephala clangula	no			Common goldeneye	NA	0.04	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Pelecaniformes		Ardeidae	Ardea	Ardea herodias	no			Great Blue Heron	NA	0.024	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Mergus	Mergus serrator	no			Red-breasted merganser	NA	0.028	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Bucephala	Bucephala albeola	no			Bufflehead	NA	0.021	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Passeriformes		Corvidae	Corvus	Corvus brachyrhynchos	no			Common crow	NA	0.013	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Laridae	Larus	Larus marinus	no			Great black-backed gull	NA	0.015	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae			yes			waterfowl	NA	0.01	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Laridae	Larus	Larus delawarensis	no			Ring-billed gull	NA	0.011	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Melanitta	Melanitta deglandi	no			White-winged scoter	NA	0.013	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Anas	Anas platyrhynchos	no			Mallard	NA	0.005	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Podicipediformes		Podicipedidae	Podiceps	Podiceps auritus	no			Horned grebe	NA	0.005	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Aix	Aix sponsa	no			Wood duck	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Mergus	Mergus merganser	no			Common merganser	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Galliformes		Phasianidae	Bonasa	Bonasa umbellus	no			Ruffed grouse	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Accipitriformes		Pandionidae	Pandion	Pandion haliaetus	no			Osprey	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Passeriformes		Corvidae	Cyanocitta	Cyanocitta cristata	no			Blue jay	NA	0.00459	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Aythya	Aythya marila	no			Greater scaup	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Aythya	Aythya affinis	no			Lesser scaup	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Anseriformes		Anatidae	Clangula	Clangula hyemalis	no			Oldsquaw	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Piciformes		Picidae	Colaptes	Colaptes auratus	no			Common flicker	NA	0.00344	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Alcidae	Cepphus	Cepphus grylle	no			Black guillemot	NA	0.0023	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Charadriiformes		Laridae	Sterna		yes			tern	NA	0.0023	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Passeriformes					yes			songbird	NA	0.0023	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
Bald Eagle	Haliaeetus leucocephalus	Accipitridae	"AOU 7th ed., 54th supplement"	NA	NA	NA	NA	NA	Maine	Coastal Maine	NA	NA	1976	NA	1980	NA	Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo	no			Great cormorant	NA	0.00115	NA	NA	871	NA	78	prey remains	remains were collected from nests and from the base of nests	CS	"Todd, C. S., L. S. Young, R. B. Owen, and F. J. Gramlich. 1982. Food habits of Bald Eagles in Maine. J. Wildl. Manage. 46:636-645."
