TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
23403.0145	species	kasrob2	Cercotrichas coryphaeus	Karoo Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0149	species	fosrob1	Cercotrichas leucosticta	Forest Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.01495	issf	forscr2	Cercotrichas leucosticta [leucosticta Group]	Forest Scrub-Robin (Forest)	Passeriformes	Muscicapidae (Old World Flycatchers)		fosrob1
23403.0153	issf	forscr3	Cercotrichas leucosticta reichenowi	Forest Scrub-Robin (Huila)	Passeriformes	Muscicapidae (Old World Flycatchers)		fosrob1
23403.0154	species	brsrob1	Cercotrichas signata	Brown Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0157	species	besrob1	Cercotrichas quadrivirgata	Bearded Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0158	issf	beascr1	Cercotrichas quadrivirgata quadrivirgata	Bearded Scrub-Robin (Bearded)	Passeriformes	Muscicapidae (Old World Flycatchers)		besrob1
23403.01589	issf	beascr2	Cercotrichas quadrivirgata greenwayi	Bearded Scrub-Robin (Zanzibar)	Passeriformes	Muscicapidae (Old World Flycatchers)		besrob1
23403.016	species	misrob1	Cercotrichas barbata	Miombo Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0161	species	blsrob1	Cercotrichas podobe	Black Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0164	species	rtsrob1	Cercotrichas galactotes	Rufous-tailed Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0168	species	afrscr1	Cercotrichas minor	African Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0171	species	kasrob1	Cercotrichas paena	Kalahari Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0176	species	bbsrob1	Cercotrichas hartlaubi	Brown-backed Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0177	species	rbsrob1	Cercotrichas leucophrys	Red-backed Scrub-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0178	issf	rebscr1	Cercotrichas leucophrys [leucoptera Group]	Red-backed Scrub-Robin (White-winged)	Passeriformes	Muscicapidae (Old World Flycatchers)		rbsrob1
23403.018	issf	rebscr2	Cercotrichas leucophrys [leucophrys Group]	Red-backed Scrub-Robin (Red-backed)	Passeriformes	Muscicapidae (Old World Flycatchers)		rbsrob1
23403.0187	spuh	scrub-1	Cercotrichas sp.	scrub-robin sp.	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0188	species	hercha1	Namibornis herero	Herero Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0189	species	indrob1	Copsychus fulicatus	Indian Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0195	species	magrob	Copsychus saularis	Oriental Magpie-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0212	species	rutsha2	Copsychus pyrropygus	Rufous-tailed Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0213	species	mamrob1	Copsychus albospecularis	Madagascar Magpie-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0214	issf	madmar1	Copsychus albospecularis albospecularis	Madagascar Magpie-Robin (Black-bellied)	Passeriformes	Muscicapidae (Old World Flycatchers)		mamrob1
23403.0215	issf	madmar2	Copsychus albospecularis inexpectatus	Madagascar Magpie-Robin (White-bellied)	Passeriformes	Muscicapidae (Old World Flycatchers)		mamrob1
23403.0216	issf	madmar3	Copsychus albospecularis pica	Madagascar Magpie-Robin (White-winged)	Passeriformes	Muscicapidae (Old World Flycatchers)		mamrob1
23403.0218	species	semrob1	Copsychus sechellarum	Seychelles Magpie-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0219	species	phimar1	Copsychus mindanensis	Philippine Magpie-Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.022	species	whrsha	Copsychus malabaricus	White-rumped Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0221	issf	whrsha1	Copsychus malabaricus [malabaricus Group]	White-rumped Shama (White-rumped)	Passeriformes	Muscicapidae (Old World Flycatchers)		whrsha
23403.0239	issf	whrsha2	Copsychus malabaricus stricklandii/barbouri	White-rumped Shama (White-crowned)	Passeriformes	Muscicapidae (Old World Flycatchers)		whrsha
23403.0242	species	andsha1	Copsychus albiventris	Andaman Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0243	species	whbsha1	Copsychus luzoniensis	White-browed Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0247	species	vissha1	Copsychus superciliaris	Visayan Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0248	species	whvsha1	Copsychus niger	White-vented Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0249	species	blasha1	Copsychus cebuensis	Black Shama	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.025	species	whgfly1	Anthipes monileger	White-gorgeted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0254	species	rubfly3	Anthipes solitaris	Rufous-browed Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0258	species	matfly2	Cyornis sanfordi	Matinan Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0259	species	blffly1	Cyornis hoevelli	Blue-fronted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.026	species	tibfly2	Cyornis hyacinthinus	Timor Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0263	species	whtfly2	Cyornis concretus	White-tailed Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0267	species	rubfly1	Cyornis ruckii	Rueck's Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0268	species	blbfly3	Cyornis herioti	Blue-breasted Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0271	species	habfly1	Cyornis hainanus	Hainan Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0272	species	wbbfly1	Cyornis pallipes	White-bellied Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0273	species	pacblf1	Cyornis poliogenys	Pale-chinned Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0278	species	pabfly2	Cyornis unicolor	Pale Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0282	species	bltfly2	Cyornis rubeculoides	Blue-throated Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0283	issf	butfly1	Cyornis rubeculoides [rubeculoides Group]	Blue-throated Flycatcher (Blue-throated)	Passeriformes	Muscicapidae (Old World Flycatchers)		bltfly2
23403.0288	issf	butfly2	Cyornis rubeculoides glaucicomans	Blue-throated Flycatcher (Chinese)	Passeriformes	Muscicapidae (Old World Flycatchers)		bltfly2
23403.0289	species	larblf1	Cyornis magnirostris	Large Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.029	species	hibfly1	Cyornis banyumas	Hill Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0299	species	lobblf1	Cyornis caerulatus	Long-billed Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0303	species	mabfly1	Cyornis turcosus	Malaysian Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0306	species	pabfly1	Cyornis lemprieri	Palawan Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0307	species	bobfly2	Cyornis superbus	Bornean Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0308	species	tibfly1	Cyornis tickelliae	Tickell's Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0314	species	mabfly2	Cyornis rufigastra	Mangrove Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.03145	issf	manblf1	Cyornis rufigastra [rufigastra Group]	Mangrove Blue-Flycatcher (Mangrove)	Passeriformes	Muscicapidae (Old World Flycatchers)		mabfly2
23403.03185	issf	manblf2	Cyornis rufigastra [blythi Group]	Mangrove Blue-Flycatcher (Philippine)	Passeriformes	Muscicapidae (Old World Flycatchers)		mabfly2
23403.0323	species	subfly1	Cyornis omissus	Sulawesi Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0324	issf	sulblf1	Cyornis omissus omissus/peromissus	Sulawesi Blue-Flycatcher (Sulawesi)	Passeriformes	Muscicapidae (Old World Flycatchers)		subfly1
23403.0328	issf	sulblf2	Cyornis omissus djampeanus/kalaoensis	Sulawesi Blue-Flycatcher (Tanahjampea)	Passeriformes	Muscicapidae (Old World Flycatchers)		subfly1
23403.0329	species	bncjuf1	Cyornis brunneatus	Brown-chested Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.033	species	nicjuf1	Cyornis nicobaricus	Nicobar Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0331	species	gycjuf1	Cyornis umbratilis	Gray-chested Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0332	species	fucjuf1	Cyornis olivaceus	Fulvous-chested Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0336	species	flojuf1	Cyornis oscillans	Flores Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0339	species	chtjuf1	Cyornis ruficauda	Chestnut-tailed Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0347	species	htjfly1	Cyornis colonus	Henna-tailed Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0351	spuh	blue-f1	Cyornis sp.	blue-flycatcher sp.	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0352	species	larnil1	Niltava grandis	Large Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0357	species	smanil1	Niltava macgrigoriae	Small Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.036	species	fujnil1	Niltava davidi	Fujian Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0361	species	rubnil1	Niltava sundara	Rufous-bellied Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0365	species	ruvnil1	Niltava sumatrana	Rufous-vented Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0366	species	vivnil1	Niltava vivida	Vivid Niltava	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0369	spuh	niltav1	Niltava sp.	niltava sp.	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.037	species	pybfly1	Muscicapella hodgsoni	Pygmy Blue-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0373	species	bawfly2	Cyanoptila cyanomelana	Blue-and-white Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.03755	species	zapfly1	Cyanoptila cumatilis	Zappey's Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0376	species	dubfly3	Eumyias sordidus	Dull-blue Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0377	species	nilfly2	Eumyias albicaudatus	Nilgiri Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0378	species	indfly1	Eumyias indigo	Indigo Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0382	species	verfly4	Eumyias thalassinus	Verditer Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0385	species	burjuf1	Eumyias additus	Buru Jungle-Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0386	species	islfly1	Eumyias panayensis	Island Flycatcher	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0395	species	wbrcha1	Cossyphicula roberti	White-bellied Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0396	issf	whbroc1	Cossyphicula roberti roberti	White-bellied Robin-Chat (White-bellied)	Passeriformes	Muscicapidae (Old World Flycatchers)		wbrcha1
23403.0397	issf	whbroc2	Cossyphicula roberti rufescentior	White-bellied Robin-Chat (Albertine)	Passeriformes	Muscicapidae (Old World Flycatchers)		wbrcha1
23403.0398	species	morcha1	Cossypha isabellae	Mountain Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0399	issf	mouroc1	Cossypha isabellae batesi	Mountain Robin-Chat (Highland)	Passeriformes	Muscicapidae (Old World Flycatchers)		morcha1
23403.04	issf	mouroc2	Cossypha isabellae isabellae	Mountain Robin-Chat (Mountain)	Passeriformes	Muscicapidae (Old World Flycatchers)		morcha1
23403.0401	species	arrcha1	Cossypha archeri	Archer's Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0402	issf	arcroc1	Cossypha archeri archeri	Archer's Robin-Chat (Archer's)	Passeriformes	Muscicapidae (Old World Flycatchers)		arrcha1
23403.0403	issf	arcroc2	Cossypha archeri kimbutui	Archer's Robin-Chat (Kabobo)	Passeriformes	Muscicapidae (Old World Flycatchers)		arrcha1
23403.0404	species	ofrcha1	Cossypha anomala	Olive-flanked Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0405	issf	olfroc1	Cossypha anomala grotei	Olive-flanked Robin-Chat (White-bellied)	Passeriformes	Muscicapidae (Old World Flycatchers)		ofrcha1
23403.0406	issf	olfroc2	Cossypha anomala mbuluensis	Olive-flanked Robin-Chat (Black)	Passeriformes	Muscicapidae (Old World Flycatchers)		ofrcha1
23403.04065	issf	olfroc3	Cossypha anomala [anomala Group]	Olive-flanked Robin-Chat (Olive-flanked)	Passeriformes	Muscicapidae (Old World Flycatchers)		ofrcha1
23403.041	species	carcha1	Cossypha caffra	Cape Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0417	species	wtrcha1	Cossypha humeralis	White-throated Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0418	species	bsrcha1	Cossypha cyanocampter	Blue-shouldered Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0421	species	gywroc1	Cossypha polioptera	Gray-winged Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.04215	issf	gywroc2	Cossypha polioptera nigriceps/tessmanni	Gray-winged Robin-Chat (Black-capped)	Passeriformes	Muscicapidae (Old World Flycatchers)		gywroc1
23403.0424	issf	gywroc3	Cossypha polioptera polioptera	Gray-winged Robin-Chat (Gray-winged)	Passeriformes	Muscicapidae (Old World Flycatchers)		gywroc1
23403.0425	species	rurcha1	Cossypha semirufa	Rueppell's Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0429	species	wbrcha2	Cossypha heuglini	White-browed Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0433	species	rcrcha1	Cossypha natalensis	Red-capped Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0437	species	chrcha1	Cossypha dichroa	Chorister Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.044	species	whrcha1	Cossypha heinrichi	White-headed Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0441	species	scrcha1	Cossypha niveicapilla	Snowy-crowned Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0444	species	wcrcha1	Cossypha albicapillus	White-crowned Robin-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0448	spuh	robin-1	Cossypha sp.	robin-chat sp.	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0449	species	anccha1	Xenocopsychus ansorgei	Angola Cave-Chat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.045	species	copthr1	Cichladusa arquata	Collared Palm-Thrush	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0451	species	rtpthr1	Cichladusa ruficauda	Rufous-tailed Palm-Thrush	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0452	species	spmthr1	Cichladusa guttata	Spotted Morning-Thrush	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0456	species	eurrob1	Erithacus rubecula	European Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0465	species	whsrob1	Pogonocichla stellata	White-starred Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0476	species	swyrob1	Swynnertonia swynnertoni	Swynnerton's Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0477	issf	swyrob2	Swynnertonia swynnertoni rodgersi	Swynnerton's Robin (Udzungwa)	Passeriformes	Muscicapidae (Old World Flycatchers)		swyrob1
23403.0478	issf	swyrob3	Swynnertonia swynnertoni swynnertoni	Swynnerton's Robin (Swynnerton's)	Passeriformes	Muscicapidae (Old World Flycatchers)		swyrob1
23403.0479	species	brcale1	Pseudalethe poliocephala	Brown-chested Alethe	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.048	issf	bncale1	Pseudalethe poliocephala poliocephala	Brown-chested Alethe (Gray-headed)	Passeriformes	Muscicapidae (Old World Flycatchers)		brcale1
23403.0481	issf	bncale2	Pseudalethe poliocephala hallae	Brown-chested Alethe (Gabela)	Passeriformes	Muscicapidae (Old World Flycatchers)		brcale1
23403.04813	issf	bncale3	Pseudalethe poliocephala compsonota	Brown-chested Alethe (Chestnut-backed)	Passeriformes	Muscicapidae (Old World Flycatchers)		brcale1
23403.04816	issf	bncale4	Pseudalethe poliocephala [carruthersi Group]	Brown-chested Alethe (Brown-chested)	Passeriformes	Muscicapidae (Old World Flycatchers)		brcale1
23403.049	species	retale1	Pseudalethe poliophrys	Red-throated Alethe	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0493	species	choale1	Pseudalethe choloensis	Cholo Alethe	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0496	species	whcale1	Pseudalethe fuelleborni	White-chested Alethe	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0497	species	forrob1	Stiphrornis erythrothorax	Forest Robin	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0498	issf	forrob2	Stiphrornis erythrothorax erythrothorax	Forest Robin (Western)	Passeriformes	Muscicapidae (Old World Flycatchers)		forrob1
23403.0499	issf	forrob3	Stiphrornis erythrothorax gabonensis	Forest Robin (Gabon)	Passeriformes	Muscicapidae (Old World Flycatchers)		forrob1
23403.05	issf	forrob4	Stiphrornis erythrothorax sanghensis	Forest Robin (Sangha)	Passeriformes	Muscicapidae (Old World Flycatchers)		forrob1
23403.05005	issf	forrob6	Stiphrornis erythrothorax pyrrholaemus	Forest Robin (Olive-backed)	Passeriformes	Muscicapidae (Old World Flycatchers)		forrob1
23403.0501	issf	forrob5	Stiphrornis erythrothorax xanthogaster	Forest Robin (Eastern)	Passeriformes	Muscicapidae (Old World Flycatchers)		forrob1
23403.0502	species	bocaka1	Sheppardia bocagei	Bocage's Akalat	Passeriformes	Muscicapidae (Old World Flycatchers)		
23403.0503	issf	bocaka2	Sheppardia bocagei granti	Bocage's Akalat (Grant's)	Passeriformes	Muscicapidae (Old World Flycatchers)		bocaka1
23403.0504	issf	bocaka3	Sheppardia bocagei poensis	Bocage's Akalat (Bioko)	Passeriformes	Muscicapidae (Old World Flycatchers)		bocaka1
