Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Wandering Whistling-Duck	Dendrocygna arcuata	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North Queensland	Townsville	wetland	NA	1958	NA	1963	multiple	Viridiplantae	Streptophyta	Charophyceae	Charales	NA	Characeae	NA	NA	NA	NA	NA	NA	NA	0.003	Wt_or_Vol	12	774	NA	stomach contents	NA	AMO	"Lavery, H.J. (1971) Studies of waterfowl (Anatidae) in north Queensland. 6. Feeding methods and foods. Queensland Journal of Agricultural and Animal Sciences, 28, 255–273."
Wandering Whistling-Duck	Dendrocygna arcuata	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North Queensland	Townsville	wetland	NA	1958	NA	1963	multiple	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	Wt_or_Vol	12	774	NA	stomach contents	NA	AMO	"Lavery, H.J. (1971) Studies of waterfowl (Anatidae) in north Queensland. 6. Feeding methods and foods. Queensland Journal of Agricultural and Animal Sciences, 28, 255–273."
Wandering Whistling-Duck	Dendrocygna arcuata	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North Queensland	Townsville	wetland	NA	1958	NA	1963	multiple	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	true insects	0.02	Wt_or_Vol	12	774	NA	stomach contents	NA	AMO	"Lavery, H.J. (1971) Studies of waterfowl (Anatidae) in north Queensland. 6. Feeding methods and foods. Queensland Journal of Agricultural and Animal Sciences, 28, 255–273."
Wandering Whistling-Duck	Dendrocygna arcuata	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	North Queensland	Townsville	wetland	NA	1958	NA	1963	multiple	Metazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	metazoans	0.001	Wt_or_Vol	12	774	NA	stomach contents	NA	AMO	"Lavery, H.J. (1971) Studies of waterfowl (Anatidae) in north Queensland. 6. Feeding methods and foods. Queensland Journal of Agricultural and Animal Sciences, 28, 255–273."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1980	1	1981	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Zea	Zea mays	NA	NA	NA	caryopsis	NA	0.694	Wt_or_Vol	5	13	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1980	1	1981	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Triticum	Triticum aestivum	NA	NA	NA	caryopsis	bread wheat	0.069	Wt_or_Vol	5	13	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1980	1	1981	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	NA	NA	NA	NA	caryopsis	NA	0.067	Wt_or_Vol	5	13	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1980	1	1981	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Sporobolus	Sporobolus schoenoides	NA	NA	NA	caryopsis	NA	0.076	Wt_or_Vol	5	13	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1980	1	1981	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	NA	NA	NA	NA	tuber	NA	0.094	Wt_or_Vol	5	13	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	seed	rice	0.8153	Wt_or_Vol	5	13	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza perennis	NA	NA	NA	seed	NA	0.0205	Wt_or_Vol	5	13	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	Cyperus articulatus	NA	NA	NA	seed	NA	0.005	Wt_or_Vol	5	13	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	Cyperus rotundus	NA	NA	NA	seed	NA	0.1567	Wt_or_Vol	5	13	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.0025	Wt_or_Vol	5	13	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	caryopsis	rice	0.6953	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Triticum	Triticum aestivum	NA	NA	NA	caryopsis	bread wheat	0.0509	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Sorghum	Sorghum halepense	NA	NA	NA	caryopsis	NA	0.0629	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	NA	NA	NA	NA	caryopsis	NA	0.1299	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	Echinochloa crus-galli	NA	NA	NA	caryopsis	NA	0.026	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	NA	NA	NA	NA	achene	NA	0.003	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Viridiplantae	Streptophyta	NA	Asterales	NA	Asteraceae	Helianthus	NA	NA	NA	NA	achene	NA	0.004	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Sinaloa	Guasave	NA	12	1979	12	1979	NA	Metazoa	Mollusca	Gastropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	gastropods	0.028	Wt_or_Vol	8	16	NA	stomach contents	NA	AMO	"Kramer, G.W. & Euliss, J.N.H. (1986) Winter foods of black-bellied whistling-ducks in northwestern Mexico. Journal of Wildlife Management, 50, 413–416."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	Cyperus rotundus	NA	NA	NA	tuber	NA	0.001	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scleria	NA	NA	NA	NA	seed	NA	0.046	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	NA	NA	NA	NA	seed	NA	0.0611	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	seed	rice	0.8649	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Metazoa	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	NA	NA	adult	NA	beetles	0.001	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Metazoa	Arthropoda	Insecta	Coleoptera	Polyphaga	Hydrophilidae	Hydrophilus	NA	NA	NA	larvae	NA	NA	0.004	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Metazoa	Mollusca	Gastropoda	NA	NA	Ampullariidae	Pomacea	NA	NA	NA	NA	NA	NA	0.019	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Guyana	NA	NA	6	1973	8	1974	NA	Metazoa	Chordata	Amphibia	Anura	Neobatrachia	Bufonidae	Rhinella	Rhinella marina	NA	NA	larvae	NA	marine toad	0.003	Wt_or_Vol	8	30	NA	stomach contents	Data collected from male and female individuals	AMO	"Bourne, G.R. (1981) Food habits of black-bellied whistling ducks occupying rice culture habitats. Wilson Bulletin, 93, 551–554."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Cynodon	Cynodon dactylon	NA	NA	NA	seed	Bermuda grass	0.295	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Sorghum	Sorghum bicolor	NA	NA	NA	seed	sorghum	0.483	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	NA	NA	NA	NA	NA	NA	0.057	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	NA	Caryophyllales	NA	Polygonaceae	Polygonum	NA	NA	NA	NA	seed	NA	0.002	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Commelinales	NA	Pontederiaceae	Heteranthera	NA	NA	NA	NA	seed	NA	0.063	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Zea	Zea mays	NA	NA	NA	seed	NA	0.02	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Metazoa	Mollusca	Gastropoda	NA	NA	Physidae	Physella	Physella anatina	NA	NA	NA	NA	NA	0.05	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Black-bellied Whistling-Duck	Dendrocygna autumnalis	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Texas	NA	NA	5	NA	9	NA	NA	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	true insects	0.03	Occurrence	8	33	NA	stomach contents	NA	AMO	"Bolen, E.G. & Forsyth, B.J. (1967) Foods of the Black-bellied Tree Duck in south Texas. Wilson Bulletin, 79, 43–49."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	seed	rice	0.6816	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza perennis	NA	NA	NA	seed	NA	0.0181	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	NA	NA	NA	NA	NA	NA	NA	NA	NA	seed	NA	0.004	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Paspalum	NA	NA	NA	NA	seed	NA	0.004	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Echinochloa	Echinochloa colona	NA	NA	NA	seed	NA	0.005	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	Cyperus articulatus	NA	NA	NA	seed	NA	0.1587	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Cyperus	Cyperus rotundus	NA	NA	NA	seed	NA	0.0854	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Hymenachne	Hymenachne amplexicaulis	NA	NA	NA	seed	NA	0.0121	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Venezuela	Calabozo Ricefields	NA	1	1971	7	1973	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Cyperaceae	Scleria	NA	NA	NA	NA	seed	NA	0.0311	Wt_or_Vol	9	21	NA	stomach contents	Data collected from male and female individuals	AMO	"Bruzual, J. & Bruzual, I. (1983) Feeding habits of whistling ducks in the Calabozo Ricefields, Venezuela, during the non-reproductive period. Wildfowl, 34, 20–26."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Florida	NA	NA	NA	1985	NA	1985	Fall	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	seed	rice	0.997	Wt_or_Vol	3	19	NA	stomach contents	NA	AMO	"Turnbull, R.E., Johnson, F.A. & Brakhage, D.H. (1989) Status, distribution, and foods of fulvous whistling-ducks in south Florida. Journal of Wildlife Management, 53, 1046–1051."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Florida	NA	NA	NA	1985	NA	1985	Fall	Viridiplantae	Streptophyta	NA	Asterales	NA	Asteraceae	Bidens	NA	NA	NA	NA	seed	NA	0.002	Wt_or_Vol	3	19	NA	stomach contents	NA	AMO	"Turnbull, R.E., Johnson, F.A. & Brakhage, D.H. (1989) Status, distribution, and foods of fulvous whistling-ducks in south Florida. Journal of Wildlife Management, 53, 1046–1051."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Florida	NA	NA	NA	1985	NA	1985	Fall	Metazoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	metazoans	0.001	Wt_or_Vol	3	19	NA	stomach contents	NA	AMO	"Turnbull, R.E., Johnson, F.A. & Brakhage, D.H. (1989) Status, distribution, and foods of fulvous whistling-ducks in south Florida. Journal of Wildlife Management, 53, 1046–1051."
Fulvous Whistling-Duck	Dendrocygna bicolor	NA	Anatidae	eBird Clements Checklist v2016	NA	NA	NA	NA	NA	Louisiana	NA	NA	3	1992	5	1993	NA	Viridiplantae	Streptophyta	Liliopsida	Poales	NA	Poaceae	Oryza	Oryza sativa	NA	NA	NA	seed	rice	0.036	Wt_or_Vol	15	35	NA	stomach contents	Data collected from male and female individuals	AMO	"Hohman, W.L., Stark, T.M. & Moore, J.L. (1996) Food availability and feeding preferences of breeding fulvous whistling-ducks in Louisiana ricefields. Wilson Bulletin, 108, 137–150."
